*ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Exchange Rate
Nespresso,,,,,,,,,,2870.0,,30/06/2022,30/06/2022,,,Coffee and descaling kit for Lota,1,159.55,,61304.0,GST on Expenses,15.95,Job,,,,,
Empire Accountants,,,,,,,,,,2872.0,,30/06/2022,30/06/2022,,,Monthly fee agreement under the complete package FY 2021-2022,1,"1,220",,60008.0,GST on Expenses,122,Job,,,,,
Empire Accountants,,,,,,,,,,2872.0,,30/06/2022,30/06/2022,,,Surcharge from the bank,1,1.2,,60008.0,BAS Excluded,0.00,Job,,,,,
Office Works,,,,,,,,,,2878.0,,30/06/2022,30/06/2022,,, Stationary Lota,1,126.71,,61301.0,GST on Expenses,12.67,Job,,,,,
Citygreen,,,,,,,,,,2866.0,,01/07/2022,01/07/2022,,,Backyard maintenance,1,67.14,,61107.0,GST on Expenses,6.71,Job,,,,,
Tyssen Design,,,,,,,,,,2867.0,,01/07/2022,01/07/2022,,,Website maintenance,1,326.17,,61003.0,GST on Expenses,32.62,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2869.0,,01/07/2022,01/07/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2871.0,,01/07/2022,01/07/2022,,,Monthly cloud back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2871.0,,01/07/2022,01/07/2022,,,Credit carfd surcharge,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
Motorpass,,,,,,,,,,2873.0,,01/07/2022,01/07/2022,,,Fuel all vehicles in June 2022,1,"2,728.65",,62001.0,GST on Expenses,272.87,Job,,,,,
Mower Spares Direct,,,,,,,,,,2880.0,,01/07/2022,01/07/2022,,,2 Universal M23 V- Belt (MSection) Replaces OEM: M23,1,26.91,,61704.0,GST on Expenses,2.69,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2924.0,,03/07/2022,03/07/2022,,,WC014 and WC015. Items related to inventory bought 03-07-2022 but the receipt was provided on 27/07/2022 by then the inventory counting was already done,1,40.43,,61704.0,GST on Expenses,4.04,Job,,,,,
The Printing Well Pty Ltd,,,,,,,,,,2875.0,,04/07/2022,04/07/2022,,,Printing worksheets for dry and wet test,1,127.27,,61301.0,GST on Expenses,12.73,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2876.0,,04/07/2022,04/07/2022,,,"Car service 135000kms, change oil and filter 405XQC",1,614.32,,62005.0,GST on Expenses,61.43,Job,,,,,
Workcover Queensland,,,,,,,,,,2881.0,,04/07/2022,04/07/2022,,,Workcover renewal FY 2022-2023,1,"6,880.23",,61402.0,GST on Expenses,688.02,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,2882.0,,04/07/2022,04/07/2022,,,Rates Lota from 01-07-20223 to 30-09-2022,1,"1,163.05",,61104.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2884.0,,04/07/2022,04/07/2022,,,MYOB monthly subscription,1,75.18,,60017.0,GST on Expenses,7.52,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2883.0,,06/07/2022,06/07/2022,,,Car service at 105.000  kms 559ZDV,1,384.55,,62005.0,GST on Expenses,38.45,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2883.0,,06/07/2022,06/07/2022,,,Credit invoice #GDCHD22068  key code car Sydney apartment that did not work ,1,-107.9,,62005.0,BAS Excluded,0.00,Job,,,,,
National Storage- Bohle,,,,,,,,,,2885.0,,06/07/2022,06/07/2022,,,6 months rental storage in Townsville,1,294.55,,61615.0,GST on Expenses,29.45,Job,,,,,
Origin Energy,,,,,,,,,,2899.0,,06/07/2022,06/07/2022,,,Electricity bill Lota,1,153.98,,61103.0,GST on Expenses,15.4,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,2908.0,,06/07/2022,06/07/2022,,,Shipping pendulum bought on 21-06-2022`,1,816.57,,60027.0,BAS Excluded,0.00,Job,,,,,
The Consortium QLD Pty Ltd,,,,,,,,,,2888.0,,08/07/2022,08/07/2022,,,Mid year lunch 29 July 2022. (Invoice dated 29-07-2022 but paid on 08/07/2022),1,"1,182",,61801.0,GST Free Expenses,0.00,Job,,,,,
Opal Transport Pty Ltd,,,,,,,,,,2891.0,,08/07/2022,08/07/2022,,,Train from Sydney Airport to Sydney apartment,1,45.45,,61505.0,GST on Expenses,4.55,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2895.0,,09/07/2022,09/07/2022,,,Tools for Sydney apartment,1,202.98,,62710.0,GST on Expenses,20.3,Job,,,,,
Ikea Pty Limited,,,,,,,,,,2896.0,,09/07/2022,09/07/2022,,,Furniture Sydney apartment,1,442.73,,62701.0,GST on Expenses,44.27,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,2890.0,,10/07/2022,10/07/2022,,,Xero monthly subscription,1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2892.0,,10/07/2022,10/07/2022,,,Cleaning products for Sydney apartment,1,99.65,,62715.0,GST on Expenses,9.96,Job,,,,,
The Good Guys Discount Warehouses (Australia) P/L,,,,,,,,,,2893.0,,10/07/2022,10/07/2022,,,TV antenna for Sydney apartment,1,36.32,,62713.0,GST on Expenses,3.63,Job,,,,,
Sydney Water,,,,,,,,,,2911.0,,11/07/2022,11/07/2022,,,Water and sewerage Sydney Apartment,1,160.18,,62716.0,GST Free Expenses,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,2900.0,,12/07/2022,12/07/2022,,,Backyard maintenance Lota,1,129.55,,61107.0,GST on Expenses,12.95,Job,,,,,
Beakon Pty Ltd,,,,,,,,,,2901.0,,12/07/2022,12/07/2022,,,Beakon company admin user annual subscription fee.,1,250,,60012.0,GST on Expenses,25,Job,,,,,
Gadgets 4 Geeks Pty Ltd,,,,,,,,,,2902.0,,13/07/2022,13/07/2022,,,3 USB Charging stations (two of them for Lota and one of them for Mick's home),1,190.77,,61007.0,GST on Expenses,19.08,Job,,,,,
Tork Signs,,,,,,,,,,2936.0,,13/07/2022,13/07/2022,,,Global Equipment Sales Packet Prints x450 digitally printed Arlon Mono,1,90,,61711.0,GST on Expenses,9,Job,,,,,
Better Online ,,,,,,,,,,2944.0,,15/07/2022,15/07/2022,,,Cloud back up. Invoice not provided,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Coles Supermarkets Australia Pty Ltd,,,,,,,,,,2923.0,,18/07/2022,18/07/2022,,,Travel bag delay Perth trip Mick Walton (Toiletries),1,55.82,,21401.0,BAS Excluded,5.58,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2922.0,,19/07/2022,19/07/2022,,, Testing equipment bought in WA,1,33.7,,61704.0,GST on Expenses,3.37,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,2909.0,,20/07/2022,20/07/2022,,,Renewal registration Jimny,1,824.7,,62004.0,GST Free Expenses,0.00,Job,,,,,
LMM Holdings Pty Ltd,,,,,,,,,,2913.0,,20/07/2022,20/07/2022,,,Service carried out 878ZVZ,1,"1,320.59",,62005.0,GST on Expenses,132.06,Job,,,,,
LMM Holdings Pty Ltd,,,,,,,,,,2913.0,,20/07/2022,20/07/2022,,,Credit card surcharge,1,23.97,,62005.0,BAS Excluded,0.00,Job,,,,,
Bridgestone Select,,,,,,,,,,2916.0,,22/07/2022,22/07/2022,,,2 new tyres and alignment to XIB 156,1,662.73,,62005.0,GST on Expenses,66.27,Job,,,,,
Hoppys Carwash,,,,,,,,,,2915.0,,25/07/2022,25/07/2022,,,Car washing 559ZDV,1,16.64,,62005.0,GST on Expenses,1.66,Job,,,,,
Tork Signs,,,,,,,,,,2917.0,,27/07/2022,27/07/2022,,,Business cards for Joel Barnett; Carl Kleinhaus; Nathan Martin,1,416.25,,60018.0,GST on Expenses,41.63,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,2920.0,,27/07/2022,27/07/2022,,,Electricity at Sydney apartment,1,163.15,,62708.0,BAS Excluded,0.00,Job,,,,,
European Standards ,,,,,,,,,,2921.0,,27/07/2022,27/07/2022,,,BS EN 16165:2021 Determination of slip resistance of pedestrian surfaces: methods of evaluation,1,467.72,,60012.0,BAS Excluded,0.00,Job,,,,,
European Standards ,,,,,,,,,,2921.0,,27/07/2022,27/07/2022,,,.,1,0.00,,60012.0,GST on Expenses,0.00,Job,,,,,
Bayside Council,,,,,,,,,,2937.0,,27/07/2022,27/07/2022,,,Rates Sydney apartment ,1,"1,440.33",,62717.0,BAS Excluded,0.00,Job,,,,,
The Consortium QLD Pty Ltd,,,,,,,,,,2925.0,,29/07/2022,29/07/2022,,,Balance of rmid-year lunch,1,788.5,,61801.0,GST Free Expenses,0.00,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,2932.0,,29/07/2022,29/07/2022,,,car detailing 589YSF and 969EL5,1,327.19,,62005.0,GST on Expenses,32.72,Job,,,,,
Australia Post,,,,,,,,,,2942.0,,29/07/2022,29/07/2022,,,ASIC for Nathan Martin,1,328.9,,60104.0,GST Free Expenses,0.00,Job,,,,,
Blue Dog Training,,,,,,,,,,2943.0,,29/07/2022,29/07/2022,,,White card for Nathan Martin,1,90,,60101.0,GST on Expenses,9,Job,,,,,
Ink Station,,,,,,,,,,2948.0,,29/07/2022,29/07/2022,,,3 toners for Lota,1,248.35,,61301.0,GST on Expenses,24.83,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2918.0,,31/07/2022,31/07/2022,,,Cleaning at the training centre,1,312,,62622.0,GST on Expenses,31.2,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2919.0,,31/07/2022,31/07/2022,,,Cleaning in Lota,1,"1,112.52",,61107.0,GST on Expenses,111.25,Job,,,,,
Red ICT,,,,,,,,,,2929.0,,31/07/2022,31/07/2022,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,2929.0,,31/07/2022,31/07/2022,,,Internet GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Empire Accountants,,,,,,,,,,2931.0,,31/07/2022,31/07/2022,,,Monthly agreement fee FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,2931.0,,31/07/2022,31/07/2022,,,surcharge from the bank,1,1.2,,60008.0,BAS Excluded,0.00,Job,,,,,
Seek Limited,,,,,,,,,,2934.0,,31/07/2022,31/07/2022,,,Advertisement for new technician ,1,750,,60018.0,GST on Expenses,75,Job,,,,,
Citygreen,,,,,,,,,,2926.0,,01/08/2022,01/08/2022,,,Backyard maintenance,1,67.14,,61107.0,GST on Expenses,6.71,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2927.0,,01/08/2022,01/08/2022,,,Cloud monthly backup,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Tyssen Design,,,,,,,,,,2928.0,,01/08/2022,01/08/2022,,,ISTS website updates,1,134.58,,61003.0,GST on Expenses,13.46,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2933.0,,01/08/2022,01/08/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,2935.0,,01/08/2022,01/08/2022,,,Cost of shipping pendulum and other equipment parts WammaLab invoice #0003568,1,871.65,,60027.0,BAS Excluded,0.00,Job,,,,,
Motorpass,,,,,,,,,,2940.0,,01/08/2022,01/08/2022,,,Fuel all cars July 2022,1,"3,074.4",,62001.0,GST on Expenses,307.44,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3008.0,,01/08/2022,01/08/2022,,,Roadside assistant 861BK7,1,96.36,,62004.0,GST on Expenses,9.64,Job,,,,,
The Royal Automobile Club of Queensland Limited,,,,,,,,,,3009.0,,01/08/2022,01/08/2022,,,Roadside  assistant 448BG4,1,96.36,,62004.0,GST on Expenses,9.64,Job,,,,,
SLH Mowing ,,,,,,,,,,2939.0,,03/08/2022,03/08/2022,,,Backyard maintenace,1,106.82,,61107.0,GST on Expenses,10.68,Job,,,,,
Origin Energy,,,,,,,,,,2951.0,,03/08/2022,03/08/2022,,,Electricity bill in Lota,1,156.53,,61103.0,GST on Expenses,15.65,Job,,,,,
Big Blue Self Storage,,,,,,,,,,2914.0,,04/08/2022,04/08/2022,,,6 months rental storage in Cairns,1,518.18,,61606.0,GST on Expenses,51.82,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2938.0,,04/08/2022,04/08/2022,,,MYOB monthly subscription,1,88.13,,60017.0,GST on Expenses,8.81,Job,,,,,
Energy Australia Pty Ltd,,,,,,,,,,2941.0,,04/08/2022,04/08/2022,,,Electricity bill at Sydney Apartment,1,71.17,,62708.0,GST on Expenses,7.12,Job,,,,,
TR Calibration ,,,,,,,,,,2945.0,,08/08/2022,08/08/2022,,,"2 Year calibration 150mm vernier failed ""Out of Service""",1,245,,61711.0,GST on Expenses,24.5,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2946.0,,08/08/2022,08/08/2022,,,"Car service 105000 kms, change oil and filters and replace windscreen wiper  589YSF",1,820.91,,62005.0,GST on Expenses,82.09,Job,,,,,
RS Components Pty Ltd,,,,,,,,,,2947.0,,08/08/2022,08/08/2022,,,Replacement 150 vernier for calibration equipment,1,112.99,,61711.0,GST on Expenses,11.3,Job,,,,,
RS Components Pty Ltd,,,,,,,,,,2947.0,,08/08/2022,08/08/2022,,,Credit card surcharge,1,12.43,,61711.0,BAS Excluded,0.00,Job,,,,,
Totally Workwear Capalaba,,,,,,,,,,2949.0,,09/08/2022,09/08/2022,,,Work shirt for Nathan Martin,1,82.73,,60106.0,GST on Expenses,8.27,Job,,,,,
Moreton Bay Suzuki,,,,,,,,,,2950.0,,09/08/2022,09/08/2022,,,Car service Jimny 099ZYW,1,299.09,,62005.0,GST on Expenses,29.91,Job,,,,,
Bartons Motors PTY LTD,,,,,,,,,,2952.0,,09/08/2022,09/08/2022,,,Car service  at 90.000 kms 448 BG4 James Kirwood,1,613.64,,62005.0,GST on Expenses,61.36,Job,,,,,
Urban Utilities,,,,,,,,,,2965.0,,09/08/2022,09/08/2022,,,Water and sewerage GTCC,1,169.34,,62619.0,BAS Excluded,0.00,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,2956.0,,10/08/2022,10/08/2022,,,XERO monthly subscription,1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
The Qantas Club Service,,,,,,,,,,2953.0,,12/08/2022,12/08/2022,,,Qantas membership for Joshua Walden,1,471.82,,61508.0,GST on Expenses,47.18,Job,,,,,
Supercheap Auto,,,,,,,,,,2958.0,,12/08/2022,12/08/2022,,,Magnetic Parts trays,1,46.35,,61711.0,GST on Expenses,4.63,Job,,,,,
Miller's Tooling Pty Ltd,,,,,,,,,,2954.0,,15/08/2022,15/08/2022,,,Dial gauge GTCC calibration,1,179.85,,61711.0,GST on Expenses,17.99,Job,,,,,
Miller's Tooling Pty Ltd,,,,,,,,,,2957.0,,15/08/2022,15/08/2022,,,Dial gauge and stand,1,179.85,,61711.0,GST on Expenses,17.99,Job,,,,,
Better Online ,,,,,,,,,,2961.0,,15/08/2022,15/08/2022,,,Monthly back up of the cloud,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Office Works,,,,,,,,,,2964.0,,15/08/2022,15/08/2022,,,Stationary for Lota,1,82.82,,61301.0,GST on Expenses,8.28,Job,,,,,
Ink Station,,,,,,,,,,2974.0,,15/08/2022,15/08/2022,,,2 toners ,1,248.35,,61301.0,GST on Expenses,24.83,Job,,,,,
Australia Post,,,,,,,,,,2967.0,,16/08/2022,16/08/2022,,,Sending jumper back uniform Nathan Martin,1,8.68,,61803.0,GST on Expenses,.87,Job,,,,,
Bridgestone Select,,,,,,,,,,2968.0,,17/08/2022,17/08/2022,,,2 tyres registration number 559ZDV,1,662.73,,62005.0,GST on Expenses,66.27,Job,,,,,
Tork Signs,,,,,,,,,,2962.0,,19/08/2022,19/08/2022,,,"Assessing the signane at Sydney Apartment, lunch and taxi expenses (Invoice not provided)",1,188.64,,62714.0,GST on Expenses,18.86,Job,,,,,
Shoe Hospital Wynnum,,,,,,,,,,2997.0,,19/08/2022,19/08/2022,,,Keys cut for Lota HQ,1,9.09,,61101.0,GST on Expenses,.91,Job,,,,,
TNT Express,,,,,,,,,,2970.0,,20/08/2022,20/08/2022,,,Shipping Tortus3 unit #449 to China Shen Zhen Bonad Technology Limited,1,433.9,,60027.0,BAS Excluded,0.00,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,2966.0,,22/08/2022,22/08/2022,,,12 months registration 448BG4,1,"1,045.3",,62004.0,GST Free Expenses,0.00,Job,,,,,
TR Calibration ,,,,,,,,,,2969.0,,22/08/2022,22/08/2022,,,Calibration equipment,1,"1,935",,61711.0,GST on Expenses,193.5,Job,,,,,
Bunnings Warehouse,,,,,,,,,,2998.0,,22/08/2022,22/08/2022,,,Equipment to repair tortus,1,85.2,,61713.0,GST on Expenses,8.52,Job,,,,,
London Fire & Safety,,,,,,,,,,2971.0,,24/08/2022,24/08/2022,,,Inspection of Fire extinguishers at Lota,1,167,,61101.0,GST on Expenses,16.7,Job,,,,,
London Fire & Safety,,,,,,,,,,2972.0,,24/08/2022,24/08/2022,,,Fire extinguisher inspection  at the training centre. ,1,47,,62603.0,GST on Expenses,4.7,Job,,,,,
Suttons Holden Arncliffe Pty Limited,,,,,,,,,,3005.0,,26/08/2022,26/08/2022,,,3 keys reprogrammed for 861 BK7,1,140,,62005.0,GST on Expenses,14,Job,,,,,
National Storage- Coconut Grove,,,,,,,,,,2975.0,,30/08/2022,30/08/2022,,,Darwin storage 6 months prepaid ,1,376.36,,61613.0,GST on Expenses,37.64,Job,,,,,
Ink Station,,,,,,,,,,2976.0,,30/08/2022,30/08/2022,,,2 toners for LOta,1,248.35,,61301.0,GST on Expenses,24.83,Job,,,,,
SLH Mowing ,,,,,,,,,,2977.0,,30/08/2022,30/08/2022,,,Backyard maintenance,1,129.55,,61107.0,GST on Expenses,12.95,Job,,,,,
Nespresso,,,,,,,,,,2978.0,,30/08/2022,30/08/2022,,,Coffee and descaling kit for Lota,1,159.55,,61304.0,GST on Expenses,15.95,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2973.0,,31/08/2022,31/08/2022,,,August 2022 cleaning at the training centre,1,208,,62622.0,GST on Expenses,20.8,Job,,,,,
Zoom Office Cleaning,,,,,,,,,,2979.0,,31/08/2022,31/08/2022,,,August cleaning in Lota,1,"1,112.52",,61107.0,GST on Expenses,111.25,Job,,,,,
Daxon Fabrication,,,,,,,,,,2980.0,,31/08/2022,31/08/2022,,,Pendulum stands for new calibration,1,298.74,,61711.0,GST on Expenses,29.87,Job,,,,,
Empire Accountants,,,,,,,,,,2981.0,,31/08/2022,31/08/2022,,,Monthly agreement fee FY 2022-2023,1,"1,440",,60008.0,GST on Expenses,144,Job,,,,,
Empire Accountants,,,,,,,,,,2981.0,,31/08/2022,31/08/2022,,,Surcharge from the bank,1,1.2,,60008.0,BAS Excluded,0.00,Job,,,,,
Red ICT,,,,,,,,,,2986.0,,31/08/2022,31/08/2022,,,Internet Lota,1,108.18,,61004.0,GST on Expenses,10.82,Job,,,,,
Red ICT,,,,,,,,,,2986.0,,31/08/2022,31/08/2022,,,NBN GTCC,1,99.09,,62614.0,GST on Expenses,9.91,Job,,,,,
Seek Limited,,,,,,,,,,2990.0,,31/08/2022,31/08/2022,,,Advertising for new technician,1,850,,60018.0,GST on Expenses,85,Job,,,,,
Scrubs Detailing Pty Ltd,,,,,,,,,,2996.0,,31/08/2022,31/08/2022,,,Car detailing for Jimny and Yellow BMW 049DV7,1,327.19,,62005.0,GST on Expenses,32.72,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2983.0,,01/09/2022,01/09/2022,,,Monthly back up,1,80.91,,61001.0,GST on Expenses,8.09,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,2983.0,,01/09/2022,01/09/2022,,,Surcharge paid by credit card,1,1.78,,61001.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2984.0,,01/09/2022,01/09/2022,,,MYOB monthly subscription,1,145.45,,60017.0,GST on Expenses,14.55,Job,,,,,
Tyssen Design,,,,,,,,,,2985.0,,01/09/2022,01/09/2022,,,Websites updates,1,90.25,,61003.0,GST on Expenses,9.03,Job,,,,,
Citygreen,,,,,,,,,,2987.0,,01/09/2022,01/09/2022,,,Indoor plant maintenance,1,67.14,,61107.0,GST on Expenses,6.71,Job,,,,,
Motorpass,,,,,,,,,,2988.0,,01/09/2022,01/09/2022,,,Fuel all fleet from 1 of August to 31 August 2022,1,"3,573.72",,62001.0,GST on Expenses,357.37,Job,,,,,
Metcash Food and Grocery Convenience Store,,,,,,,,,,2989.0,,01/09/2022,01/09/2022,,,Office supplies for Lota,1,164.86,,61304.0,GST on Expenses,16.49,Job,,,,,
Brisbane City Council- Rates,,,,,,,,,,3001.0,,01/09/2022,01/09/2022,,,Rates at Lota,1,"1,163.05",,61104.0,BAS Excluded,0.00,Job,,,,,
Moonee Valley City Council,,,,,,,,,,2993.0,,03/09/2022,03/09/2022,,,Parking fine in Victoria MW on rental car,1,92,,62003.0,BAS Excluded,0.00,Job,,,,,
MYOB Australia Pty Ltd,,,,,,,,,,2992.0,,04/09/2022,04/09/2022,,,MYOB invoices payments monthly charge,1,63.95,,60017.0,GST on Expenses,6.39,Job,,,,,
Miller's Tooling Pty Ltd,,,,,,,,,,2994.0,,05/09/2022,05/09/2022,,,Starred 3657AA magnetic base +3025-481 dial test indicator for calibration,1,179.85,,61711.0,GST on Expenses,17.99,Job,,,,,
Blue Glue Pty Ltd,,,,,,,,,,2995.0,,05/09/2022,05/09/2022,,,Yearly Subscription for QIC,1,200,,60101.0,GST on Expenses,20,Job,,,,,
Laboratorio de Resbaladicidad SL,,,,,,,,,,3011.0,,06/09/2022,06/09/2022,,,Shipping pendulum invoice #003658,1,853,,60027.0,BAS Excluded,0.00,Job,,,,,
Hoppys Carwash,,,,,,,,,,2999.0,,07/09/2022,07/09/2022,,,Car washing 215XRP,1,18.45,,62005.0,GST on Expenses,1.85,Job,,,,,
RACQ Operations Pty Ltd,,,,,,,,,,3079.0,,07/09/2022,07/09/2022,,,RACQ assistance for 559ZDV; 728WLM;215XRP;589YSF;156XIB;405XQC (INVOICE NOT PROVIDED),1,578.18,,62004.0,GST on Expenses,57.82,Job,,,,,
Element 14,,,,,,,,,,3010.0,,08/09/2022,08/09/2022,,,Weighing scale for calibration,1,445.22,,61711.0,GST on Expenses,44.52,Job,,,,,
Department of Transport and Main Roads,,,,,,,,,,3002.0,,09/09/2022,09/09/2022,,,Car registration for 589 YSF,1,"1,045.3",,62004.0,GST Free Expenses,0.00,Job,,,,,
Origin Energy,,,,,,,,,,3003.0,,09/09/2022,09/09/2022,,,Electricity bill at Lota,1,182.75,,61103.0,GST on Expenses,18.28,Job,,,,,
Rapid Global,,,,,,,,,,3073.0,,09/09/2022,09/09/2022,,,Induction ,1,20,,60101.0,GST on Expenses,2,Job,,,,,
Xero Australia Pty Ltd,,,,,,,,,,3004.0,,10/09/2022,10/09/2022,,,Xero monthly subscription,1,24.55,,62623.0,GST on Expenses,2.45,Job,,,,,
TNT Express,,,,,,,,,,3015.0,,10/09/2022,10/09/2022,,,Import expense tortus,1,"7,544.8",,61707.0,GST on Expenses,754.48,Job,,,,,
TNT Express,,,,,,,,,,3015.0,,10/09/2022,10/09/2022,,,Import expense toruts,1,"-7,544.8",,61707.0,BAS Excluded,0.00,Job,,,,,
TNT Express,,,,,,,,,,3015.0,,10/09/2022,10/09/2022,,,Import expense tortus,1,118,,61707.0,BAS Excluded,0.00,Job,,,,,
TR Calibration ,,,,,,,,,,3007.0,,12/09/2022,12/09/2022,,,Calibration of starred 302-481 Dial Gauge. Serial number 5461363. Asset Number SG#1,1,320,,61711.0,GST on Expenses,32,Job,,,,,
Trinity Group Partners,,,,,,,,,,3012.0,,12/09/2022,12/09/2022,,,"Initial payment of Trinity Group for assisting with company registration and license application, trade name reservation & initial approval and Initial NOC from EIAC",1,"2,938.38",,62801.0,BAS Excluded,0.00,Job,,,,,
Australia Securities & Investment Commission,,,,,,,,,,3074.0,,12/09/2022,12/09/2022,,,Company information purchased to submit information to UAE,1,18,,60012.0,BAS Excluded,0.00,Job,,,,,
SLH Mowing ,,,,,,,,,,3014.0,,13/09/2022,13/09/2022,,,Backyard maintenance,1,163.64,,61107.0,GST on Expenses,16.36,Job,,,,,
TR Calibration ,,,,,,,,,,3016.0,,14/09/2022,14/09/2022,,,Calibration 1 dial gauge 1 verniers,1,575,,61711.0,GST on Expenses,57.5,Job,,,,,
Better Online ,,,,,,,,,,3075.0,,15/09/2022,15/09/2022,,,Monthly subscription Microsoft cloud,1,258,,61001.0,GST on Expenses,25.8,Job,,,,,
Bunnings Warehouse,,,,,,,,,,3049.0,,17/09/2022,17/09/2022,,,Blower cordless for Lota,1,94.14,,61109.0,GST on Expenses,9.41,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Webstore major update,1,800,,61001.0,GST on Expenses,80,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Natalie's printer issue and reallocation of Joshua,1,215,,61001.0,GST on Expenses,21.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,"Resolve internet router issue, reprogram Netcomm router NBN, contact Red ICT Technician for details",1,465,,61001.0,GST on Expenses,46.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Set up Nathan and resolve Mick's outlook issues,1,265,,61001.0,GST on Expenses,26.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,"Resolve Webstore hacking and google site block, resolve phone authenticator, Share points Natalie, set up daily webstore backups, secure site with wordfence premium",1,"1,000",,61001.0,GST on Expenses,100,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Subscription wordfence premium,1,150,,61001.0,GST on Expenses,15,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,"Nathan copy/paste issue trouble shooting, webstore shipping cost Carl PC memory upgrade and clean up",1,265,,61001.0,GST on Expenses,26.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Memory module 8GB DDR3,1,45,,61001.0,GST on Expenses,4.5,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,"Troubleshoot phone and printer issue in Sydney, clean up and increase mailbox for Mick, ",1,500,,61001.0,GST on Expenses,50,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,"Remote Nathan's profile, cloud access 'to UAE for Matt, Joel and carl",1,260,,61001.0,GST on Expenses,26,Job,,,,,
Nifty Group Pty Ltd,,,,,,,,,,3019.0,,18/09/2022,18/09/2022,,,Surcharge for credit card payment,1,87.23,,61001.0,BAS Excluded,0.00,Job,,,,,
