Date,Amount,Description,Payee,Reference,Transaction type,Account Code,Tax,Bank,ITEM CODE,Currency rate,Tname,Toption,Tname 1,Toption1,Line Amount Type,Tax Amount,Currency Name
25/08/2021,7000.0,Aust Tax Office,Aust Tax Office,tfr-164,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
26/08/2021,85.0,Stripe fess Sliptest Australia stripe inv #57,Stripe,tfr-165,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
26/08/2021,14.16,Stripe fees Millennium WA stripe invoice #58,Stripe,tfr-166,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
26/08/2021,4000.0,Aust Tax Office,Aust Tax Office,tfr-168,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
26/08/2021,3000.0,Aust Tax Office,Aust Tax Office,tfr-169,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/08/2021,7.62,Stripe- Fee invoice #00066615 Frontline Support Inv 59 Stripe,Stripe,tfr-171,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
27/08/2021,4000.0,Aust Tax Office,Aust Tax Office,tfr-173,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/08/2021,2.51,Stripe-Fee  Antislipit ,Stripe,tfr-175,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
30/08/2021,198.0,Stripe- Fee Acousto Scan Pty Ltd,Stripe,tfr-176,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
30/08/2021,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-178,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/08/2021,925.0,ISTS rent,ISTS rent,tfr-180,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/08/2021,0.0,ISTS rent,ISTS rent,tfr-180,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/08/2021,10000.0,Aust Tax Office,Aust Tax Office,tfr-181,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/08/2021,17.24,Stripe,Stripe,tfr-183,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
31/08/2021,6415.23,Superannuation August 2021,Quick Super,tfr-185,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
31/08/2021,1339.51,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,133.95,
31/08/2021,1097.13,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,109.71,
31/08/2021,120.13,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61801.0,GST on Expenses,21002.0,,,,,,,Exclusive,12.02,
31/08/2021,9.99,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,60018.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.99,
31/08/2021,55.0,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,60101.0,GST on Expenses,21002.0,,,,,,,Exclusive,5.5,
31/08/2021,68.18,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61004.0,GST on Expenses,21002.0,,,,,,,Exclusive,6.82,
31/08/2021,833.49,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,83.35,
31/08/2021,70.68,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61301.0,GST on Expenses,21002.0,,,,,,,Exclusive,7.07,
31/08/2021,74.62,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61304.0,GST on Expenses,21002.0,,,,,,,Exclusive,7.46,
31/08/2021,1260.78,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61501.0,GST on Expenses,21002.0,,,,,,,Exclusive,126.08,
31/08/2021,178.82,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61502.0,GST on Expenses,21002.0,,,,,,,Exclusive,17.88,
31/08/2021,14.55,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61503.0,GST on Expenses,21002.0,,,,,,,Exclusive,1.45,
31/08/2021,1477.63,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61504.0,GST on Expenses,21002.0,,,,,,,Exclusive,147.77,
31/08/2021,85.32,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61505.0,GST on Expenses,21002.0,,,,,,,Exclusive,8.53,
31/08/2021,1178.85,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61506.0,GST on Expenses,21002.0,,,,,,,Exclusive,117.88,
31/08/2021,49.04,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61705.0,GST on Expenses,21002.0,,,,,,,Exclusive,4.91,
31/08/2021,90.91,Credit card expenses August 2021,Mick and Technicians,tfr-191,SPEND,61711.0,GST on Expenses,21002.0,,,,,,,Exclusive,9.09,
01/09/2021,8841.5,DHL Express  (Australia) Pty Ltd- Wanma pendulum and calibration rig,DHL Express  (Australia) Pty Ltd,tfrr-193,SPEND,61707.0,GST on Expenses,11111.0,,,,,,,Exclusive,884.15,
01/09/2021,-8841.5,DHL Express  (Australia) Pty Ltd- Wanma pendulum and calibration rig,DHL Express  (Australia) Pty Ltd,tfrr-193,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
01/09/2021,88.0,DHL Express  (Australia) Pty Ltd- Wanma pendulum and calibration rig,DHL Express  (Australia) Pty Ltd,tfrr-193,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
01/09/2021,41.91,DHL Express  (Australia) Pty Ltd- Wanma pendulum and calibration rig,DHL Express  (Australia) Pty Ltd,tfrr-193,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
01/09/2021,297.86,DHL Express  (Australia) Pty Ltd- Wanma pendulum and calibration rig,DHL Express  (Australia) Pty Ltd,tfrr-193,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/09/2021,925.0,ISTS rent,ISTS rent,tfr-197,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/09/2021,0.0,ISTS rent,ISTS rent,tfr-197,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/09/2021,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-199,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
06/09/2021,4.73,Stripe,Stripe,tfr-201,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
07/09/2021,4.92,Stripe,Stripe,tfr-202,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
09/09/2021,5000.0,Aust Tax Office,Aust Tax Office,tfr-208,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
09/09/2021,1000.0,Aust Tax Office,Aust Tax Office,tfr-211,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
10/09/2021,5000.0,Aust Tax Office,Aust Tax Office,tfr-212,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/09/2021,7.04,Stripe,Stripe,tfr-213,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
13/09/2021,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-214,SPEND,60001.0,GST Free Expenses,11111.0,,,,,,,Exclusive,0.0,
13/09/2021,925.0,ISTS rent,ISTS rent,tfr-215,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/09/2021,0.0,ISTS rent,ISTS rent,tfr-215,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/09/2021,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-217,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
13/09/2021,4000.0,Aust Tax Office,Aust Tax Office,tfr-219,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
16/09/2021,31.0,Stripe,Stripe,tfr-226,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
16/09/2021,11000.0,Aust Tax Office,Aust Tax Office,tfr-227,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
17/09/2021,10.0,ANZ Bank accounting servicing fee,ANZ Bank,tfr-231,SPEND,60001.0,GST Free Expenses,11112.0,,,,,,,Exclusive,0.0,
20/09/2021,925.0,ISTS rent,ISTS rent,tfr-233,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/09/2021,0.0,ISTS rent,ISTS rent,tfr-233,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/09/2021,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-235,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
20/09/2021,898.92,Refund from Brisitsh Airways- Mick transferred trhe money to his persoal account,British Airways,tfr-237,SPEND,21401.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
22/09/2021,21.48,Stripe,Stripe,tfr-240,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
22/09/2021,9.83,Stripe,Stripe,tfr-241,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
23/09/2021,3524.1,DHL Express  (Australia) Pty Ltd-  Import expense Munro Instruments,DHL Express  (Australia) Pty Ltd,dfl-244,SPEND,61707.0,GST on Expenses,11111.0,,,,,,,Exclusive,352.41,
23/09/2021,-3524.1,DHL Express  (Australia) Pty Ltd-  Import expense Munro Instruments,DHL Express  (Australia) Pty Ltd,dfl-244,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,88.0,DHL Express  (Australia) Pty Ltd-  Import expense Munro Instruments,DHL Express  (Australia) Pty Ltd,dfl-244,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,22.0,DHL Express  (Australia) Pty Ltd-  Import expense Munro Instruments,DHL Express  (Australia) Pty Ltd,dfl-244,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,7303.8,DHL Express  (Australia) Pty Ltd- Import expense Laboratorio de resbaladicidad Pendulum,DHL Express  (Australia) Pty Ltd,tfr-245,SPEND,61707.0,GST on Expenses,11111.0,,,,,,,Exclusive,730.38,
23/09/2021,-7303.8,DHL Express  (Australia) Pty Ltd- Import expense Laboratorio de resbaladicidad Pendulum,DHL Express  (Australia) Pty Ltd,tfr-245,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,88.0,DHL Express  (Australia) Pty Ltd- Import expense Laboratorio de resbaladicidad Pendulum,DHL Express  (Australia) Pty Ltd,tfr-245,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,27.01,DHL Express  (Australia) Pty Ltd- Import expense Laboratorio de resbaladicidad Pendulum,DHL Express  (Australia) Pty Ltd,tfr-245,SPEND,61707.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
23/09/2021,1.65,Stripe,Stripe,tfr-246,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
24/09/2021,6000.0,Aust Tax Office,Aust Tax Office,tfr-251,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,925.0,ISTS rent,ISTS rent,tfr-252,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,0.0,ISTS rent,ISTS rent,tfr-252,SPEND,61102.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,700.0,Walton Global Pty Ltd- RENT,Walton Global Pty Ltd,tfr-254,SPEND,62601.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,2500.0,Aust Tax Office,Aust Tax Office,tfr-256,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,1000.0,Aust Tax Office,Aust Tax Office,tfr-257,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
27/09/2021,4.73,Car washing Jimny,Hoppy's Hand Wash Cafe,tfr-258,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.47,
27/09/2021,4.73,Car washing Jimny,Hoppy's Handwash ,tfr-259,SPEND,62005.0,GST on Expenses,21002.0,,,,,,,Exclusive,0.47,
28/09/2021,8.77,Stripe,Stripe,tfr-260,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
28/09/2021,3000.0,Aust Tax Office,Aust Tax Office,tfr-261,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
29/09/2021,1.69,Stripe,Stripe,tfr-264,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
29/09/2021,2.23,Stripe,Stripe,tfr-265,SPEND,60036.0,BAS Excluded,11115.0,,,,,,,Exclusive,0.0,
29/09/2021,1000.0,Aust Tax Office,Aust Tax Office,tfr-267,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/09/2021,7045.11,Superannuation September 2021,Quick Super,tfr-271,SPEND,21201.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/09/2021,1000.0,Aust Tax Office,Aust Tax Office,tfr-276,SPEND,21103.0,BAS Excluded,11111.0,,,,,,,Exclusive,0.0,
30/09/2021,1101.0,Credit card expenses September 2021,Mick and Technicians,tfr-277,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,110.1,
30/09/2021,1097.13,Credit card expenses September 2021,Mick and Technicians,tfr-277,SPEND,62002.0,GST on Expenses,21002.0,,,,,,,Exclusive,109.71,
30/09/2021,50.5,Credit card expenses September 2021,Mick and Technicians,tfr-277,SPEND,61801.0,GST on Expenses,21002.0,,,,,,,Exclusive,5.05,
