*Code,*Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments
21099,ANZ Visa -MK 1634,Bank,BAS Excluded,,Yes,No,No
21100,Scottish Pacific,Bank,BAS Excluded,,Yes,No,No
22000,Payroll Liabilities,Liability,BAS Excluded,,No,No,No
22010,PAYG Tax Payable,Current Liability,BAS Excluded,,No,No,No
22020,Payroll Tax WA,Current Liability,BAS Excluded,,No,No,No
22025,Payroll Tax QLD,Current Liability,BAS Excluded,,No,No,No
22026,Payroll Tax  NSW,Current Liability,BAS Excluded,,No,No,No
22030,Salary Sacrifice Deductions,Current Liability,BAS Excluded,,No,No,No
22040,Superannuation Payable,Current Liability,BAS Excluded,,No,No,No
22050,Child Support Payments,Current Liability,BAS Excluded,,No,No,No
23000,Payables Other,Liability,BAS Excluded,,No,No,No
23010,Customer Advance,Current Liability,BAS Excluded,,No,No,No
23015,Advance tax ( WHT),Bank,BAS Excluded,,Yes,No,No
23020,Accrued Expenses,Current Liability,BAS Excluded,,No,No,No
23030,Sundry Creditors,Current Liability,BAS Excluded,,No,No,No
23040,GST Collected,Current Liability,BAS Excluded,,No,No,No
23050,GST Paid,Current Liability,BAS Excluded,,No,No,No
23051,BAS Adjustments ,Current Liability,BAS Excluded,,No,No,No
23055,GST Consolidated,Current Liability,BAS Excluded,,No,No,No
23060,GST Net Balance,Current Liability,BAS Excluded,,No,No,No
23070,Insurance Premium Funding,Bank,BAS Excluded,,Yes,No,No
23071,Unexpired Interest on Premium,Current Liability,BAS Excluded,,No,No,No
23080,ABN Withholding Payable,Current Liability,BAS Excluded,,No,No,No
23090,Luxury Car Tax Payable,Current Liability,BAS Excluded,,No,No,No
23925,Accrued Superannuation,Current Liability,BAS Excluded,,No,No,No
24000,Current Liabilities Other,Liability,BAS Excluded,,No,No,No
24010,HP Liability Microsoft,Current Liability,BAS Excluded,,No,No,No
24011,Less Unexpired Chg-Microsoft,Current Liability,BAS Excluded,,No,No,No
24015,HP Liabilities MV-Volvo,Current Liability,BAS Excluded,,No,No,No
24016,Less Unexpired Chg-Volvo,Current Liability,BAS Excluded,,No,No,No
24017,HP Liabilities MV-Landcruiser,Current Liability,BAS Excluded,,No,No,No
24018,Less Unexpired Chg-Landcruiser,Current Liability,BAS Excluded,,No,No,No
24020,Income Tax Payable,Current Liability,BAS Excluded,,No,No,No
24030,Short Term loan,Current Liability,BAS Excluded,,No,No,No
24040,Deferred Revenue,Current Liability,BAS Excluded,,No,No,No
24050,Director Fees Payable,Current Liability,BAS Excluded,,No,No,No
24060,ATO Integrated Account,Current Liability,BAS Excluded,,No,No,No
24061,Adj for 2012 ATO account,Current Liability,BAS Excluded,,No,No,No
25000,Loans Associated Companies,Liability,BAS Excluded,,No,No,No
25010,Loan Sustainability East Asia,Current Liability,BAS Excluded,,No,No,No
25020,Loan Sustainability Assurance,Current Liability,BAS Excluded,,No,No,No
25030,PICS Auditing Pty Ltd,Current Liability,BAS Excluded,,No,No,No
25040,"SIA Loan SGD626,501.42",Current Liability,BAS Excluded,,No,No,No
25041,"SIA Loan MNT240,000,000",Current Liability,BAS Excluded,,No,No,No
25042,"SIA Due SGD200,000",Current Liability,BAS Excluded,,No,No,No
25043,"Int on SIA Loan MNT240,000,000",Current Liability,BAS Excluded,,No,No,No
25044,"SIA Loan for SGD626,501 adjust",Current Liability,BAS Excluded,Account for balancing to SIA AUD value each month,No,No,No
25045,SIA Loan for MNT240ml adjust,Current Liability,BAS Excluded,Account for balancing to SIA AUD value each month,No,No,No
25047,SIA Short Term Loan,Current Liability,BAS Excluded,,No,No,No
25050,Sustainability Central Asia,Current Liability,BAS Excluded,,No,No,No
25051,Loan Sustainability Training Pty Ltd ,Current Liability,BAS Excluded,,No,No,No
25052,Loan  iSustainability Pty Ltd,Current Liability,BAS Excluded,,No,No,No
26000,Provisions,Liability,BAS Excluded,,No,No,No
26010,Annual Leave Provision,Current Liability,BAS Excluded,,No,No,No
26015,Sick Leave Provision,Current Liability,BAS Excluded,,No,No,No
26020,Provision for Tax,Current Liability,BAS Excluded,,No,No,No
26030,Long Service Leave Provision,Current Liability,BAS Excluded,,No,No,No
26040,Doubtful Debts Provision,Current Liability,BAS Excluded,,No,No,No
26050,Provision for Redundancy,Current Liability,BAS Excluded,,No,No,No
27000,Non-Current Liabilities,Liability,BAS Excluded,,No,No,No
27010,TWS loan,Bank,BAS Excluded,,Yes,No,No
27020,Unsecured Loan - Webster Family Trust,Bank,BAS Excluded,,Yes,No,No
27030,Unsecured Loan - PWS,Bank,BAS Excluded,,Yes,No,No
27100,Loan - Tony Webster,Current Liability,BAS Excluded,,No,No,No
27200,Loan - Keith Counihan,Current Liability,BAS Excluded,,No,No,No
29761,HP Liability Microsoft,Current Liability,BAS Excluded,,No,No,No
30000,Equity,Equity,BAS Excluded,,No,No,No
31001,Shareholder Loan J Miragliotta,Equity,BAS Excluded,,No,No,No
33050,Prior Year Adjustments,Equity,BAS Excluded,,No,No,No
33051,Insurance Paid previous Year's Financials,Equity,BAS Excluded,,No,No,No
34050,Income Tax Expenses,Equity,BAS Excluded,,No,No,No
37000,Shares Fully Paid @ $1,Equity,BAS Excluded,,No,No,No
37010,E Class Shares @ $1,Equity,BAS Excluded,,No,No,No
37020,F Class Shares @ $1,Equity,BAS Excluded,,No,No,No
37500,Dividend Paid,Equity,BAS Excluded,,No,No,No
38000,Retained Earnings,Equity,BAS Excluded,,No,No,No
39000,Current Earnings,Equity,BAS Excluded,,No,No,No
39050,SIA Balancing,Equity,BAS Excluded,,No,No,No
39060,Under(over) Prov of Income/Tax,Equity,BAS Excluded,,No,No,No
39070,Abnormal Items,Equity,BAS Excluded,,No,No,No
39999,Historical Balancing Account,Equity,BAS Excluded,,No,No,No
40000,Income,Revenue,BAS Excluded,,No,No,No
40100,Dividend Income,Revenue,BAS Excluded,,No,No,No
41000,Income Other,Revenue,BAS Excluded,,No,No,No
41010,InsuranceRecoveries,Revenue,BAS Excluded,,No,No,No
41015,JOBKEEPER SUSBSIDY(NO GST),Revenue,BAS Excluded,COVID 19 relief Govt subsidy through Jobkeeper Scheme,No,No,No
41016,Economic Cash Boost Stimulus,Revenue,BAS Excluded,,No,No,No
41020,Credit Interest Received,Revenue,GST Free Income,,No,No,No
41030,Other Income,Revenue,GST on Income,,No,No,No
41040,Sundry Income,Revenue,GST on Income,,No,No,No
41050,Software Income,Revenue,GST on Income,,No,No,No
41055,Unrealised Foreign Exch Gain,Revenue,BAS Excluded,,No,No,No
41060,Employee Contributions,Revenue,BAS Excluded,,No,No,No
41999,Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
42000,Income Environment,Revenue,BAS Excluded,,No,No,No
42010,Environment Employees,Revenue,BAS Excluded,,No,No,No
42012,Environment Employees - INV,Revenue,GST on Income,,No,No,No
42014,Environment Employees WIP,Revenue,BAS Excluded,,No,No,No
42020,Environmental Consultants,Revenue,BAS Excluded,,No,No,No
42022,Environment Consultants - INV,Revenue,GST on Income,,No,No,No
42024,Environment Consultants WIP,Revenue,BAS Excluded,,No,No,No
42030,Environment Outsourcing,Revenue,GST on Income,,No,No,No
42100,Reimbursements Environment,Revenue,BAS Excluded,,No,No,No
42110,Km Reimbursement ENV,Revenue,GST on Income,,No,No,No
42120,Domestic Reimbursements ENV,Revenue,GST on Income,,No,No,No
42130,Overseas Reimbursements ENV,Revenue,BAS Excluded,,No,No,No
42140,Admin/Project Mgmnt/Site ENV,Revenue,GST on Income,,No,No,No
42999,Environment Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
43000,Income Safety,Revenue,BAS Excluded,,No,No,No
43010,Safety Employees,Revenue,BAS Excluded,,No,No,No
43012,Safety Employees INV,Revenue,GST on Income,,No,No,No
43014,Safety Employees WIP,Revenue,BAS Excluded,,No,No,No
43020,Safety Consultants,Revenue,BAS Excluded,,No,No,No
43022,Safety Consultants INV,Revenue,GST on Income,,No,No,No
43024,Safety Consultants WIP,Revenue,BAS Excluded,,No,No,No
43030,Safety product Outsourcing,Revenue,GST on Income,,No,No,No
43040,Other Income,Revenue,GST on Income,,No,No,No
43050,Safety Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
43100,Reimbursements Safety,Revenue,BAS Excluded,,No,No,No
43110,Km Reimbursements Safety,Revenue,GST on Income,,No,No,No
43120,Domestic Reimbursements Safety,Revenue,GST on Income,,No,No,No
43130,Overseas Reimbursements Safety,Revenue,BAS Excluded,,No,No,No
43140,Admin/Project Mngmnt/Site SAF,Revenue,GST on Income,,No,No,No
44000,Income Training,Revenue,BAS Excluded,,No,No,No
44010,Income NEBOSH Training,Revenue,GST on Income,,No,No,No
44020,Income Lead Auditor Training,Revenue,GST on Income,,No,No,No
44025,Certificate Courses,Revenue,GST on Income,,No,No,No
44030,Income Advance Diploma TRA,Revenue,GST on Income,,No,No,No
44040,Income Traineeship,Revenue,GST on Income,,No,No,No
44050,Income Consulting Training,Revenue,BAS Excluded,,No,No,No
44052,Income  Consulting Traing INV,Revenue,GST on Income,,No,No,No
44054,Income Consulting Traing WIP,Revenue,BAS Excluded,,No,No,No
44060,Income RABQSA Training,Revenue,GST on Income,,No,No,No
44070,Income RPL Training,Revenue,GST on Income,,No,No,No
44080,Income Project Training,Revenue,GST on Income,,No,No,No
44090,Income Other Training,Revenue,GST on Income,,No,No,No
44092,Income-Verif of competance,Revenue,GST on Income,,No,No,No
44095,Income Face to Face Courses,Revenue,GST on Income,,No,No,No
44110,KM Reimbursements TRA,Revenue,GST on Income,,No,No,No
44120,Domestic Reimbursement TRA,Revenue,GST on Income,,No,No,No
44130,Overseas Reimbursements TRA,Revenue,BAS Excluded,,No,No,No
44140,Training Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
45000,Income North America,Revenue,BAS Excluded,,No,No,No
45010,North America Employees,Revenue,BAS Excluded,,No,No,No
45020,North America Consultants,Revenue,BAS Excluded,,No,No,No
45030,North Amer Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
45100,Reimbursements North America,Revenue,BAS Excluded,,No,No,No
45110,Km Reimbursement North America,Revenue,BAS Excluded,,No,No,No
45120,Domestic Reimbursement NA,Revenue,BAS Excluded,,No,No,No
45130,Overseas Reimbursement NA,Revenue,BAS Excluded,,No,No,No
45140,Admin/Project Mgmnt/Site NA,Revenue,BAS Excluded,,No,No,No
46000,Income East Asia,Revenue,BAS Excluded,,No,No,No
46010,East Asia Employees,Revenue,BAS Excluded,,No,No,No
46020,East Asia Consultants,Revenue,BAS Excluded,,No,No,No
46030,East Asia Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
46100,Reimbursements East Asia,Revenue,BAS Excluded,,No,No,No
46110,Km Reimbursement East Asia,Revenue,BAS Excluded,,No,No,No
46120,Domestic Reimbursement EA,Revenue,BAS Excluded,,No,No,No
46130,Overseas Reimbursement EA,Revenue,BAS Excluded,,No,No,No
46140,Admin/Project Mgmnt/Site EA,Revenue,BAS Excluded,,No,No,No
47000,Income Central Asia,Revenue,BAS Excluded,,No,No,No
47010,Central Asia Employees,Revenue,BAS Excluded,,No,No,No
47020,Central Asia Consultants,Revenue,BAS Excluded,,No,No,No
47030,Central Asia Currency GainLoss,Revenue,BAS Excluded,,No,No,No
47100,Reimbursements Central Asia,Revenue,BAS Excluded,,No,No,No
47110,Km Reimbursement Central Asia,Revenue,BAS Excluded,,No,No,No
47120,Domestic Reimbursement CA,Revenue,BAS Excluded,,No,No,No
47130,Overseas Reimbursement CA,Revenue,BAS Excluded,,No,No,No
47140,Admin/Project Mgmnt/Site CA,Revenue,BAS Excluded,,No,No,No
48000,Income Assurance,Revenue,BAS Excluded,,No,No,No
48010,Assurance Employees,Revenue,BAS Excluded,,No,No,No
48020,Assurance Consultants,Revenue,BAS Excluded,,No,No,No
48030,Assurance Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
48100,Reimbursements Assurance,Revenue,BAS Excluded,,No,No,No
48110,Km Reimbursements Assurance,Revenue,BAS Excluded,,No,No,No
48120,Domestic Reimbursements ASS,Revenue,BAS Excluded,,No,No,No
48130,Overseas Reimbursements ASS,Revenue,BAS Excluded,,No,No,No
48140,Admin/Project Mgmnt/Site ASS,Revenue,BAS Excluded,,No,No,No
49000,Income Contracting,Revenue,BAS Excluded,,No,No,No
49010,Contracting Employees,Revenue,BAS Excluded,,No,No,No
49012,Contracting Employees INV,Revenue,BAS Excluded,,No,No,No
49014,Contracting Employees WIP,Revenue,BAS Excluded,,No,No,No
49020,Contracting Consultants,Revenue,BAS Excluded,,No,No,No
49022,Contracting Consultants INV,Revenue,BAS Excluded,,No,No,No
49024,Contracting Consultants WIP,Revenue,BAS Excluded,,No,No,No
49030,Contracting Outsourcing,Revenue,BAS Excluded,,No,No,No
49100,Reimbursements Contracting,Revenue,BAS Excluded,,No,No,No
49110,Km Reimbursement Contracting,Revenue,BAS Excluded,,No,No,No
49120,Domestic Reimbursements Contr,Revenue,BAS Excluded,,No,No,No
49130,Overseas Reimbursements Contr,Revenue,BAS Excluded,,No,No,No
49140,Admin/Project Mgmt/Site Contr,Revenue,BAS Excluded,,No,No,No
49199,Contracting Currency Gain/Loss,Revenue,BAS Excluded,,No,No,No
50000,Cost Of Sales,Direct Costs,BAS Excluded,,No,No,No
50100,Opening WIP,Direct Costs,BAS Excluded,,No,No,No
50200,Closing WIP,Direct Costs,BAS Excluded,,No,No,No
51000,Corporate Services,Direct Costs,BAS Excluded,,No,No,No
51005,Wages Admin,Direct Costs,BAS Excluded,,No,No,No
51010,Superannuation Admin,Direct Costs,BAS Excluded,,No,No,No
51015,Consultants Admin,Direct Costs,BAS Excluded,,No,No,No
52000,COST OF SALES ENVIRONMENT,Direct Costs,BAS Excluded,,No,No,No
52005,Wages Environment,Direct Costs,BAS Excluded,,No,No,No
52010,Allowances Environment,Direct Costs,BAS Excluded,,No,No,No
52011,LAFHA Environment,Direct Costs,BAS Excluded,,No,No,No
52012,Long Service Leave Accural-ENV,Direct Costs,BAS Excluded,,No,No,No
52015,Superannuation Environment,Direct Costs,BAS Excluded,,No,No,No
52016,Workers' Compensation,Direct Costs,BAS Excluded,,No,No,No
52017,Payroll Tax,Direct Costs,BAS Excluded,,No,No,No
52018,Accrued Annual Leave,Direct Costs,BAS Excluded,,No,No,No
52019,Accrued Sick Leave Environment,Direct Costs,BAS Excluded,,No,No,No
52020,Consultants Environment,Direct Costs,BAS Excluded,,No,No,No
52021,Sub-contracting Environment,Direct Costs,BAS Excluded,,No,No,No
52025,Direct On-Costs Chargeable ENV,Direct Costs,BAS Excluded,,No,No,No
52030,COS Chargeable Environment,Direct Costs,BAS Excluded,,No,No,No
52031,Discount allowed Environment,Direct Costs,BAS Excluded,,No,No,No
52035,Km Environment,Direct Costs,BAS Excluded,,No,No,No
52040,Domestic Travel Environment,Direct Costs,BAS Excluded,,No,No,No
52045,International Travel ENV,Direct Costs,BAS Excluded,,No,No,No
52050,Direct On-Costs Non-Chargeable,Direct Costs,BAS Excluded,,No,No,No
52055,COS Environment N-C,Direct Costs,BAS Excluded,,No,No,No
52060,Contract Establishment ENV N-C,Direct Costs,BAS Excluded,,No,No,No
52065,Sundry Environment N-C,Direct Costs,BAS Excluded,,No,No,No
53000,COST OF SALES SAFETY,Direct Costs,BAS Excluded,,No,No,No
53005,Wages Safety,Direct Costs,BAS Excluded,,No,No,No
53010,Allowances Safety,Direct Costs,BAS Excluded,,No,No,No
53011,LAFHA Safety,Direct Costs,BAS Excluded,,No,No,No
53012,Long Service Leave Acc-Safety,Direct Costs,BAS Excluded,,No,No,No
53015,Superannuation Safety,Direct Costs,BAS Excluded,,No,No,No
53016,Workers' Compensation,Direct Costs,BAS Excluded,,No,No,No
53017,Payroll Tax,Direct Costs,BAS Excluded,,No,No,No
53018,Accrued Annual Leave,Direct Costs,BAS Excluded,,No,No,No
53019,Accrued Sick Leave Safety,Direct Costs,BAS Excluded,,No,No,No
53020,Consultants Safety,Direct Costs,BAS Excluded,,No,No,No
53021,Safety product outsourcing,Direct Costs,BAS Excluded,,No,No,No
53025,Direct On-Costs Chargeable SAF,Direct Costs,BAS Excluded,,No,No,No
53030,COS Chargeable Safety,Direct Costs,BAS Excluded,,No,No,No
53031,Discount Allowed Safety,Direct Costs,BAS Excluded,Customer attracted discount,No,No,No
53035,Km Safety,Direct Costs,BAS Excluded,,No,No,No
53040,Domestic Travel Safety,Direct Costs,BAS Excluded,,No,No,No
53045,International Travel Safety,Direct Costs,BAS Excluded,,No,No,No
53048,Site Allowance Safety,Direct Costs,BAS Excluded,,No,No,No
53050,Direct On-Costs Non-Charge SAF,Direct Costs,BAS Excluded,,No,No,No
53055,COS Safety N-C,Direct Costs,BAS Excluded,,No,No,No
53060,Contract Establishment N-C SAF,Direct Costs,BAS Excluded,,No,No,No
53065,Sundry Safety N-C,Direct Costs,BAS Excluded,,No,No,No
54000,COST OF SALES TRAINING,Direct Costs,BAS Excluded,,No,No,No
54005,Wages Training,Direct Costs,BAS Excluded,,No,No,No
54010,Allowances Training,Direct Costs,BAS Excluded,,No,No,No
54011,LAFHA Training,Direct Costs,BAS Excluded,,No,No,No
54012,Long Service Leave Acc-TRA,Direct Costs,BAS Excluded,,No,No,No
54015,Superannuation Training,Direct Costs,BAS Excluded,,No,No,No
54016,Workers' Compensation,Direct Costs,BAS Excluded,,No,No,No
54017,Payroll Tax,Direct Costs,BAS Excluded,,No,No,No
54018,Accrued Annual Leave,Direct Costs,BAS Excluded,,No,No,No
54019,Accrued Sick Leave TRA,Direct Costs,BAS Excluded,,No,No,No
54020,Consultants Training,Direct Costs,BAS Excluded,,No,No,No
54025,Direct On-Costs Chargeable TRA,Direct Costs,BAS Excluded,,No,No,No
54030,COS Chargeable Training,Direct Costs,BAS Excluded,,No,No,No
54035,Km Training,Direct Costs,BAS Excluded,,No,No,No
54040,Domestic Travel Training,Direct Costs,BAS Excluded,,No,No,No
54045,International Travel Training,Direct Costs,BAS Excluded,,No,No,No
54050,Direct On-Costs NC Training,Direct Costs,BAS Excluded,,No,No,No
54055,COS Training N-C,Direct Costs,BAS Excluded,,No,No,No
54060,Subscriptions/Licences TRA,Direct Costs,BAS Excluded,,No,No,No
