*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate
04-LS1-Rev-2080,REV  2.08 Stainless/Steel Val.,.,,,,.,31.2,41110.0,GST on Income
04-LS1-Rev-2080-trade,REV 2.08 S/Steel Valves Trade,.,,,,.,24.0,41110.0,GST on Income
04-LS1-rev-1575,REV 1.575 Stainles/Steel Valve,.,,,,.,31.2,41110.0,GST on Income
04-LS1-rev-1575-trade,REV 1.575 S/Steel Valve Trade,.,,,,.,24.0,41110.0,GST on Income
02-port-design,Master Port Research & develop,.,,,,.,850.0,41110.0,GST on Income
45,SR20 Valve Guides,.,,,,.,13.0,41110.0,GST on Income
46,SR20 Valve Guides Trade,.,,,,.,10.0,41110.0,GST on Income
06-rh-guide,Ream & Hone Guides,.,,,,.,9.38,41110.0,GST on Income
06-rh-guide-trd,Ream Valve Guides Trade,.,,,,.,8.0,41110.0,GST on Income
06-rr-guide,Remove & Replace Guides,.,,,,.,7.15,41110.0,GST on Income
06-rr-guide-trd,Remove & Replace Guides Trade,.,,,,.,5.9,41110.0,GST on Income
05-tefl-seal,supply teflon valve seal,.,,,,.,2.85,41110.0,GST on Income
05-crane-dual,Crane Dual Valve springs,.,,,,.,14.75,41110.0,GST on Income
05-crane-ret-st,Crane Steel Retainers,.,,,,.,7.14,41110.0,GST on Income
05-shim,Valve Spring Shims,.,,,,.,2.72,41110.0,GST on Income
05-crane-lock,Crane Valve Locks,.,£47.13,51111.0,,.,62.0,41112.0,GST on Income
04-valve-ferrera,Ferrera Stainless Valves,.,,,,.,22.03,41110.0,GST on Income
06-weld,Weld Heads,.,,,,.,5.0,41110.0,GST on Income
51,LS1 Valve steam seals W/O shim,.,,,,.,110.0,41110.0,GST on Income
0,misc,.,,,,.,110.0,41110.0,GST on Income
52,Dart Pro1 Head,.,,,,.,750.0,41110.0,GST on Income
06-thr-int,Throat Inlet,.,,,,.,5.72,41110.0,GST on Income
06-gen-mach,General Machining,.,,,,.,55.0,41110.0,GST on Income
02-LS1-stock,port ls1 stock valve trade,.,,,,.,770.0,41110.0,GST on Income
06-mach-sc-st,machine screw in studs,.,,,,.,9.57,41110.0,GST on Income
06-mach-.500-ho,machine for .500' head studs,.,,,,.,2.8,41110.0,GST on Income
06-pr-hol,clearance pushrod holes,.,,,,.,55.0,41110.0,GST on Income
06-mach-seal,machine for seals,.,,,,.,8.0,41110.0,GST on Income
z1,port match manifold,.,,,,.,55.0,41110.0,GST on Income
112,Freight charges,.,,,,.,5.0,41140.0,GST on Income
59,Anti Reversion Spacer,.,,,,.,150.0,41110.0,GST on Income
05-guide,supply guides,.,,,,.,15.0,41110.0,GST on Income
05-buck-shim,supply cam shims,.,,,,.,12.0,41110.0,GST on Income
05-parts,Parts,.,,,,.,0.0,41110.0,GST on Income
60,Hot Tank,.,,,,.,47.0,41110.0,GST on Income
61,Crack Test,.,,,,.,65.0,41110.0,GST on Income
62,K-Line Guides,.,,,,.,14.0,41110.0,GST on Income
05-seal-viton-trade,Viton Seals Trade,.,,,,.,1.32,41110.0,GST on Income
05-seal-viton,Viton Seals,.,,,,.,4.0,41110.0,GST on Income
03-harley-evo,port harley heads,.,,,,.,55.0,41110.0,GST on Income
05-man-sp-rb26,RB 26 Manifold Spacers Set,.,,,,.,440.0,41110.0,GST on Income
HOL-TC-CPLATE,Holden Billet Timing Cover,.,,,,.,475.0,41110.0,GST on Income
z2,Holden Water Pump Legs,.,,,,.,250.0,41110.0,GST on Income
120,CSR Water Pump Centre,.,,,,.,275.0,41110.0,GST on Income
121-BOLSS,Holden Stainless Steel Bolts,.,,,,.,65.0,41110.0,GST on Income
02-supply-heads,Supply cylinder heads,.,,,,.,2150.0,41110.0,GST on Income
200,aluminium swarf,.,,,,.,1.5,41110.0,GST on Income
63,Radius inlet,.,,,,.,2.19,41110.0,GST on Income
06-rad-cham,radius top of seat to chamber,.,,,,.,5.6,41110.0,GST on Income
28.2,throat seats,.,,,,.,2.31,41110.0,GST on Income
06-mt-port-mani,match port manifold,.,,,,.,0.0,41110.0,GST on Income
06-ple-port-mani,port manifold plenum,.,,,,.,0.0,41110.0,GST on Income
09-tshirt,T-shirt,.,,,,.,25.0,41110.0,GST on Income
06-heli,Supply & fit Helicoils,.,,,,.,2.75,41110.0,GST on Income
02-mach-cham,cnc machine chambers,.,,,,.,143.0,41110.0,GST on Income
70,cnc machine manifolds,.,,,,.,0.0,41110.0,GST on Income
02-digi-int,Digitise Inlet Port,.,,,,.,143.0,41110.0,GST on Income
02-digi-ex,Digitise Exhaust Port,.,,,,.,143.0,41110.0,GST on Income
02-digi-cham,Digitise Chamber,.,,,,.,143.0,41110.0,GST on Income
02-pro-port-int,Program Inlet Port,.,,,,.,143.0,41110.0,GST on Income
02-pro-port-ex,Program Exhaust Port,.,,,,.,143.0,41110.0,GST on Income
02-pro-cham,Program Chamber,.,,,,.,143.0,41110.0,GST on Income
06-fac-mani,Face Manifold,.,,,,.,143.0,41110.0,GST on Income
z-119-BOL,Timing Cover Bolt Kit,.,,,,.,14.0,41110.0,GST on Income
BUL-TC -POL,Polish Timing Cover,.,,,,.,110.0,41110.0,GST on Income
HOL-TC-BLNK,Billet Timing Cover Blank,.,,,,.,375.0,41110.0,GST on Income
140,Holden alt. bracket HQ-VK,.,,,,.,275.0,41110.0,GST on Income
141,Holden alt. bracket VN-VS,.,,,,.,275.0,41110.0,GST on Income
BUL-ALT-HOL-DRV,Holden Commodore Alt bracket,Holden Commodore Alt bracket,£0.00,58010.0,,Holden Commodore Alt bracket,315.0,41110.0,GST on Income
142,Cleveland Timing Cover Mech,.,,,,.,275.0,41110.0,GST on Income
BUL-ALT-DR172,HOLDEN V8 ALTERNATOR BRACKET,HOLDEN V8 ALTERNATOR BRACKET,,,,HOLDEN V8 ALTERNATOR BRACKET,315.0,41110.0,GST on Income
71,Clean & Assemble,.,,,,.,125.0,41110.0,GST on Income
142.1,Clevo Timing Cover elec pump,.,,,,.,275.0,41110.0,GST on Income
clevo142.2E-CP,Clevo Elec TC w/cover plate,.,,,,.,375.0,41110.0,GST on Income
142.2,Clevo t\cover+plate elec.pump,.,,,,.,375.0,41110.0,GST on Income
2300-375B ID1.700,Intake Insert,.,,,,.,38.25,41110.0,GST on Income
1650-127-400-BX,Exhaust Insert,.,,,,.,38.25,41110.0,GST on Income
72,Bore Guide Holes,.,,,,.,27.5,41110.0,GST on Income
06-GB-4cyl,Htwsh glass bead 4cylinderhead,.,,,,.,80.0,41110.0,GST on Income
BUL-CSR-HOL,CSR electric waterpump,CSR electric waterpump,,,,CSR electric waterpump,645.0,41110.0,GST on Income
01scrap,Scrap metal,.,,,,.,5.0,41110.0,GST on Income
124.1,Clevo Alt Bracket,.,,,,.,275.0,41110.0,GST on Income
05-tp-mani,Torquepower manifold,.,,,,.,800.0,41110.0,GST on Income
BUL-PROFORMA-100,PROFORMA 100AMP ALTERNATOR,.,,,,.,270.0,41110.0,GST on Income
03-harley TC,Port Harley Heads,.,,,,.,460.0,41110.0,GST on Income
03-harley-val,Supply Harley Valves,.,,,,.,70.0,41110.0,GST on Income
03-harley-decomp,Machine for decomp valves,.,,,,.,66.0,41110.0,GST on Income
BUL-ALT-SBCHEV,Chev Alternator Bracket,Chev Alternator Bracket,£0.00,58010.0,,Chev Alternator Bracket,315.0,41110.0,GST on Income
02-iron come,Port Holden EFI come,.,,,,.,550.0,41110.0,GST on Income
02-iron v6 come,Port Ecotec V6 come,.,,,,.,460.0,41110.0,GST on Income
04-ST-int,Supertech intake valves,.,,,,.,37.0,41110.0,GST on Income
04-ST-ex-inc,Supertech Ex valve inconel,.,,,,.,50.0,41110.0,GST on Income
BUL-ALT-HOL-PASS,Billet HQ-VT Passenger bracket,Billet HQ-VT Passenger bracket,£0.00,58010.0,,Billet HQ-VT Passenger bracket,315.0,41110.0,GST on Income
BUL-ALT-CLEV169,CLEVELAND ALT BRACKET,CLEVELAND ALT BRACKET,,,,CLEVELAND ALT BRACKET,315.0,41110.0,GST on Income
BUL-TC-CLE-ELE,CLEVEV TIMING COVER ELECT PUMP,.,£0.00,58010.0,,.,285.0,41110.0,GST on Income
BUL-TC-HOL,holden billet timing cover,.,£0.00,58010.0,,.,415.0,41110.0,GST on Income
BUL-TC-CLE-MEC,Cleveland T/C mechanical pump,.,£0.00,58010.0,,.,285.0,41110.0,GST on Income
BUL-ALT-PASS172,HOLDEN V8 ALTERNATOR BRACKET,HOLDEN V8 ALTERNATOR BRACKET,,,,HOLDEN V8 ALTERNATOR BRACKET,315.0,41110.0,GST on Income
BUL-ALT-CLEV172,CLEVELAND ALTERNATOR BRACKET,CLEVELAND ALTERNATOR BRACKET,£0.00,58010.0,,CLEVELAND ALTERNATOR BRACKET,315.0,41110.0,GST on Income
DASH3-TP,PORT-3-TORQUE-POWER,.,,,,.,1280.0,41110.0,GST on Income
TP230,PORT-TP-6BOLT,.,,,,.,1550.0,41110.0,GST on Income
JP-CS6200,Holden V8 Vernier Chain,.,,,,.,230.0,41110.0,GST on Income
Profor-100,Proforma 100 amp alternator,.,,,,.,250.0,41110.0,GST on Income
04-valve-man,manley valves,.,,,,.,36.66,41110.0,GST on Income
05-ali-billet,Supply Aluminium Billet,.,,,,.,110.0,41110.0,GST on Income
10mm ski,New Item,.,,,,.,,,BAS Excluded
06-shim & buck-grind,New Item,.,,,,.,75.0,41110.0,GST on Income
06-dual-kit,double spring kit,.,,,,.,350.0,41110.0,GST on Income
04-Ls1 st/ valves,2.02/1.575 stainless valves,.,,,,.,22.0,41110.0,GST on Income
05-rolls,polishing rolls,.,,,,.,2.0,41110.0,GST on Income
06-drill hd blt hls,"drill head bolt holes 1/2""",.,,,,.,9.0,41110.0,GST on Income
06-sleeve hd blt hls,sleeve head bolt holes,.,,,,.,3.5,41110.0,GST on Income
06-clrnce-cam,Clearance head for large cams,.,,,,.,143.0,41110.0,GST on Income
06-o-rings,O-ring grooves,.,,,,.,65.0,41110.0,GST on Income
06-grnd-cam-shm,Set & grind cam shim clearance,.,,,,.,5.0,41110.0,GST on Income
06-spring-seat,Hardened Spring Seats,.,,,,.,7.0,41110.0,GST on Income
05-rb26-squirt,RB26 Piston Oil Squirters,.,,,,.,85.0,41110.0,GST on Income
06-ht wsh,hot wash head,.,,,,.,29.0,41110.0,GST on Income
06-mchn-vrlf,machine valve reliefs,.,,,,.,9.0,41110.0,GST on Income
BUL-ALT-TOR,Torana Alterantor Bracket,Torana Alterantor Bracket,£0.00,58010.0,,Torana Alterantor Bracket,325.0,41110.0,GST on Income
04-Ls1 sngl-spr,New Item,.,,,,.,17.5,41110.0,GST on Income
06-R & D,Research and development work,.,,,,.,60.0,41110.0,GST on Income
06-mch-gd,Machine guides,.,,,,.,8.5,41110.0,GST on Income
05-4G63-Billet,4G63 Billet Block,.,,,,.,8000.0,41110.0,GST on Income
BUL-PS-HOL-COM,Holden Power Steering Bracket,Holden Power Steering Bracket,£0.00,58010.0,,Holden Power Steering Bracket,315.0,41110.0,GST on Income
scrap,Scrap Metal,.,,,,.,0.0,41110.0,GST on Income
06-pres-tst,Pressure test,.,,,,.,143.0,41110.0,GST on Income
BUL-100amp Alternator,New Item,.,,,,.,200.0,41110.0,GST on Income
BUL-BAL-ADP,Holden to Chev Adapter,Holden to Chev Adapter,,,,Holden to Chev Adapter,165.0,41110.0,GST on Income
02-LS1-stage 2 kit,Ls1 stage 2 kit complete,.,,,,.,1700.0,41110.0,GST on Income
BUL-BL-SR20-w, SR20 Billet wet Block with, SR20 Billet wet Block with Head Stud Kit,,,, SR20 Billet wet Block with Head Stud Kit,9900.0,41110.0,GST on Income
BUL-BILL-KIT-HOL,Holden Twin Gilmer Kit,.,,,,.,490.0,41110.0,GST on Income
06-grnd-crnk,Grind crank for correct clear.,.,,,,.,0.0,41110.0,GST on Income
06-hone-4cyl,Hone 4 cylinder block with tor,.,,,,.,220.0,41110.0,GST on Income
06-lnsh-crnk,Linish crank surface finish,.,,,,.,110.0,41110.0,GST on Income
06-R/R pstn-rds,Remove & replace piston -rods,.,,,,.,143.0,41110.0,GST on Income
06-hone-pstn-pns,hone pistons for pin clearance,.,,,,.,50.0,41110.0,GST on Income
06-dck-4cyl blck,Deck 4 cylinder block,.,,,,.,220.0,41110.0,GST on Income
06-Balance,Balance rotating assembly,.,,,,.,660.0,41110.0,GST on Income
06-Labour,Labour,.,,,,.,143.0,41110.0,GST on Income
05-rings,Piston rings,.,,,,.,0.0,41110.0,GST on Income
05-main-brngs,supply main bearings,.,,,,.,0.0,41110.0,GST on Income
05-rod-brngs,Supply rod bearings,.,,,,.,0.0,41110.0,GST on Income
05-cam,Supply camshaft,.,,,,.,0.0,41110.0,GST on Income
05-lifters,Supply lifters,.,,,,.,0.0,41110.0,GST on Income
05-rocker,Supply roller rockers,.,,,,.,0.0,41110.0,GST on Income
05-freight,Freight charges,.,,,,.,0.0,41110.0,GST on Income
06-ulx,ULX 110 Oil,.,,,,.,13.5,41110.0,GST on Income
HOL-CRANK-ADP,Holden to Chev Drive Adaptor,.,,,,.,132.0,41110.0,GST on Income
06-Helic,Fit Helicoil,Fit Helicoil,,,,Fit Helicoil,33.0,41110.0,GST on Income
06-hot-tank,Hot Tank,.,,,,.,88.0,41110.0,GST on Income
06-b&h-TP-4cyl,Bore &Hone Block w/TPt,.,,,,.,330.0,41110.0,GST on Income
06-fit Cam Bearing,Fit Cam Bearings,.,,,,.,88.0,41110.0,GST on Income
06-R&R-Rods,Press fit rods to new pistons,.,,,,.,143.0,41110.0,GST on Income
06-Rear-seal,Machine Block Rear Seal,.,£132.00,58000.0,,.,172.0,41112.0,GST on Income
06-LH-Block,Line Hone Block,.,£415.94,58000.0,,.,540.0,41110.0,GST on Income
06-CL-RA,Clearance rocker Arms,.,,,,.,143.0,41110.0,GST on Income
05-rearseal,Supply Rear Seal,.,,,,.,22.0,41110.0,GST on Income
05-HG,Supply Head Gaskets,.,,,,.,110.0,41110.0,GST on Income
05-rods,Supply Conrods,.,,,,.,880.0,41110.0,GST on Income
05-cam-bear,Supply Cam Bearings,.,,,,.,77.0,41110.0,GST on Income
05-guide-plate,Supply Guide Plates,.,£62.98,51130.0,,.,82.0,41112.0,GST on Income
05-timing-ch,Supply Timing Chain,.,,,,.,165.0,41110.0,GST on Income
05-ign-kit,Supply Ice Ignition,.,,,,.,1350.0,41110.0,GST on Income
05-spark,Supply Spark Plugs,.,,,,.,35.0,41110.0,GST on Income
05-oil-fil,Supply Oil Filter,.,£0.00,51110.0,,.,18.0,41110.0,GST on Income
05-oil-gear,Supply Oil Pump Gear,.,,,,.,120.0,41110.0,GST on Income
05-oil-pump,Supply Oil Pump,.,,,,.,175.0,41110.0,GST on Income
05-welsh,Supply Welsh Plug Kit,.,,,,.,58.0,41110.0,GST on Income
05-gasket,supply Gasket Kit,.,,,,.,110.0,41110.0,GST on Income
05-cam-lube,Supply Crane Cam Lube,.,,,,.,19.0,41110.0,GST on Income
06-ass-eng,Assemble Engine,.,,,,.,1650.0,41110.0,GST on Income
06-dyno,Dyno Tune,.,,,,.,1200.0,41110.0,GST on Income
05-paint,Supply Paint,.,,,,.,13.5,41110.0,GST on Income
BUL-TC-WIN,Billet Timing Cover Windsor,.,£0.00,58010.0,,.,405.0,41110.0,GST on Income
06-relief-blk,Realeve Block for chamber,.,,,,.,110.0,41110.0,GST on Income
06-strip-eng,Strip & inspect engine,.,,,,.,110.0,41110.0,GST on Income
05-fly-bolt,Supply Flywheel Bolts,.,,,,.,0.0,41110.0,GST on Income
BUL-CSR-fit,CSR Water pump fitting,CSR Water pump fitting,,,,CSR Water pump fitting,35.0,41110.0,GST on Income
06-crtest-pis,Crack Test Pistons,.,,,,.,125.0,41110.0,GST on Income
06-crtest-pins,Crack Test Pins,.,,,,.,39.0,41110.0,GST on Income
06-crtest-rods,Crack Test Rods,.,,,,.,160.0,41110.0,GST on Income
06-crtest-crank,Crack Test Crank,.,,,,.,95.0,41110.0,GST on Income
BUL-GIL-Belt,Gilmer belt,Gilmer belt,,,,Gilmer belt,45.0,41110.0,GST on Income
05-crank,Supply Crankshaft,.,,,,.,1100.0,41110.0,GST on Income
05-piston,Supply Pistons,.,,,,.,1100.0,41110.0,GST on Income
06-grout,Grout Block,.,,,,.,440.0,41110.0,GST on Income
BUL-ALT-WIN-DRV,windsor alternator bracket,windsor alternator bracket,£0.00,58010.0,,windsor alternator bracket,315.0,41110.0,GST on Income
05-manley-ret-st,Manley steel retainers,.,,,,.,20.0,41110.0,GST on Income
05-manley-sprg,Manley springs,.,,,,.,20.0,41110.0,GST on Income
BUL bl-sr20-hdbt,SR20 custom head bolts,SR20 custom head bolts,,,,SR20 custom head bolts,440.0,41110.0,GST on Income
05-bal,Supply Balancer,.,,,,.,250.0,41110.0,GST on Income
BUL-Chr-100amp,Chrome 100 amp alternator,.,,,,.,230.0,41110.0,GST on Income
05-dip-st,Supply Dip Stick,.,,,,.,33.0,41110.0,GST on Income
05-push-rod,Supply Pushrods,.,,,,.,230.0,41110.0,GST on Income
05-rocker-cov,Supply Rocker Covers,.,,,,.,390.0,41110.0,GST on Income
05-rocker-cov-gas,Supply rocker cover gaskets,.,,,,.,88.8,41110.0,GST on Income
05-diz-cl,Supply Dizzy Clamp,.,,,,.,55.0,41110.0,GST on Income
05-bal-bolt,Supply Balancer Bolt,.,,,,.,45.0,41110.0,GST on Income
05-carby,Supply Carby,.,,,,.,975.0,41110.0,GST on Income
05-oil-ulx,Supply ULX 110,.,,,,.,13.0,41110.0,GST on Income
06-cc,CC Chamber,.,,,,.,77.0,41110.0,GST on Income
05-arp-kit,ARP Bolt Kit,.,,,,.,210.0,41110.0,GST on Income
06-stn-st,stone seats,.,,,,.,3.3,41110.0,GST on Income
06-mach-spring,Machine for Springs,.,,,,.,8.0,41110.0,GST on Income
06-fac-lif,Face Lifters,.,,,,.,132.0,41110.0,GST on Income
05-rocker-stud,Supply Rocker Studs,.,,,,.,75.0,41110.0,GST on Income
05-timing-cvr,supply new timing cover,.,,,,.,110.0,41110.0,GST on Income
BUL-TC-CHR,Chrysler Billet Timing Cover,.,,,,.,450.0,41110.0,GST on Income
BUL-ALT-CLEVOR,CLEVOR/BOSS ALTERNATOR BRACKET,CLEVOR/BOSS ALTERNATOR BRACKET,£0.00,58010.0,,CLEVOR/BOSS ALTERNATOR BRACKET,315.0,41110.0,GST on Income
BUL-BILL-KT-CLE,Cleveland Billet Kit,.,,,,.,1850.0,41110.0,GST on Income
06-Lap valve,Lap valves In,.,,,,.,10.0,41110.0,GST on Income
05--dual-springs,Dual Valve Springs,.,,,,.,200.0,41110.0,GST on Income
05-dual-springs,Supply dual valve springs,.,,,,.,200.0,41110.0,GST on Income
05-valve guides,Supply hardened valve seats,.,,,,.,25.0,41110.0,GST on Income
05-valve seats,Supply hardened valve seats,.,,,,.,25.0,41110.0,GST on Income
06-recon-heads,Recondition V8 heads,.,,,,.,880.0,41110.0,GST on Income
06-c&h-rod,Close & Hone Rods,.,,,,.,292.0,41110.0,GST on Income
06-fit-caps,Fit Main Caps to Block,.,,,,.,884.55,41110.0,GST on Income
06-LB-Block,Line Bore Block,.,,,,.,660.0,41110.0,GST on Income
BUL-BL-WRX,Billet WRX Block,Billet WRX Block,,,,Billet WRX Block,10000.0,41110.0,GST on Income
05-main-caps,Supply  bolt caps,.,,,,.,500.0,41110.0,GST on Income
05-stud-main,Supply main Studs,.,,,,.,99.0,41110.0,GST on Income
05-cyl-heads,Supply cylinder Heads,.,,,,.,0.0,41110.0,GST on Income
05-oil-drive,Supply Oil Pump Drive,.,,,,.,37.0,41110.0,GST on Income
06-blu-oil,Blueprint oil pump,.,,,,.,88.0,41110.0,GST on Income
05-stud-head,Supply Head studs,.,,,,.,220.0,41110.0,GST on Income
BUL-ALT-MPR-PASS,Billet Alt bracket Mopar/chry,Billet Alt bracket Mopar/chry,£0.00,58010.0,,Billet Alt bracket Mopar/chry,285.0,41110.0,GST on Income
05-crane-spng-lctr,crane valve spring locator,.,,,,.,2.0,41110.0,GST on Income
06-hone-se,Hone rod smallend,.,,,,.,18.75,41110.0,GST on Income
06-sonic,Sonic Test Block,.,,,,.,220.0,41110.0,GST on Income
06-s/f blck slvs,supply & fit block sleeves,.,,,,.,143.0,41110.0,GST on Income
06-r/rds,Resize Con Rods,.,,,,.,22.0,41110.0,GST on Income
06-Guide K liners,Supply & fit K line guides,.,,,,.,18.2,41110.0,GST on Income
06-vlve spngs,Valve springs,.,,,,.,0.0,41110.0,GST on Income
05-valve,New Valves,.,,,,.,0.0,41110.0,GST on Income
05-str-mtr,Hi torque starter motor,.,,,,.,300.0,41110.0,GST on Income
BUL-HOL-FDA,holden front drive adaptor,.,,,,.,135.0,41110.0,GST on Income
BUL-BL-4G63-w,4G63 Billet wet Block with hea,4G63 Billet wet Block with head Studs,,,,4G63 Billet wet Block with head Studs,9900.0,41110.0,GST on Income
BUL-ALT-CLVR,Billet alt bracket boss/clevor,.,,,,.,295.0,41110.0,GST on Income
01-ebay,Ebay Sales,.,,,,.,0.0,41111.0,GST on Income
05-rod-bolt,Supply Rod Bolts,.,,,,.,91.0,41110.0,GST on Income
05-sump,Supply Sump,.,,,,.,550.0,41110.0,GST on Income
05-Head-bolt,Supply Head Bolts,.,,,,.,130.0,41110.0,GST on Income
05-inlet-gask,Supply Inlet Gaskets,.,,,,.,44.0,41110.0,GST on Income
05-manley-vlvs,Manley stainless valves,.,,,,.,25.0,41110.0,GST on Income
05-cam-gears,Supply Cam Gears,.,,,,.,180.0,41110.0,GST on Income
05-guide-trd,Supply Guides Trade,.,,,,.,12.0,41110.0,GST on Income
05-flex,Supply Flex Plate,.,,,,.,140.0,41110.0,GST on Income
06-paint-eng,Paint Engine,.,,,,.,88.0,41110.0,GST on Income
05-jets,Holley Jets,.,,,,.,10.0,41110.0,GST on Income
05-leads,Supply Leads,.,,,,.,110.0,41110.0,GST on Income
05-fuel-pump,Supply Fuel-Pump,.,,,,.,190.0,41110.0,GST on Income
05-water-pump,Supply Water Pump,.,,,,.,85.0,41110.0,GST on Income
BUL-CS-4150-4500,Tapared + shear 4150 to 4500,Tapared + shear 4150 to 4500,£0.00,51120.0,,Tapared + shear 4150 to 4500,240.0,41110.0,GST on Income
BUL-PS-CLE,clevo powersteering bracket,.,,,,.,305.0,41110.0,GST on Income
BUL-Chr-PSTR,Chrome power steering pump,.,£0.00,51110.0,,.,220.0,41110.0,GST on Income
BUL-ALT-MPR-DRV,Chrysler driverside billet alt,Chrysler driverside billet alt,£0.00,58010.0,,Chrysler driverside billet alt,285.0,41110.0,GST on Income
BUL-PS-WIN,windsor powersteering bracket,.,,,,.,305.0,41110.0,GST on Income
BUL-PS-HOL-HQ,HQ holden p/steering bracket,HQ holden p/steering bracket,£0.00,58010.0,,HQ holden p/steering bracket,305.0,41110.0,GST on Income
BUL-ALT-BBCHEV,bb chev billet bracket low mnt,.,,,,.,315.0,41110.0,GST on Income
BUL-TPL-GIL,holden triple gilmer kit,.,,,,.,500.0,41110.0,GST on Income
bul,New Item,.,,,,.,,,BAS Excluded
bul-alt-bbf,Big Block ford a;lternator bra,.,,,,.,,,BAS Excluded
BUL-PS-PMP,Chrome power steering pump,.,,,,.,280.0,41110.0,GST on Income
BUL-CSR-FORD,CSR ford electric pump,CSR ford electric pump,,,,CSR ford electric pump,420.0,41110.0,GST on Income
BUL-PS-CHE,chev low mount p/s bracket,.,,,,.,305.0,41110.0,GST on Income
05-ins-bir,supply birrilium inserts,.,,,,.,55.0,41110.0,GST on Income
BUL-GIL-PUL,gilmer pulley,.,,,,.,90.0,41110.0,GST on Income
05-vlv-sprgs,supply valve springs,.,£153.99,51111.0,,.,201.0,41112.0,GST on Income
BUL-TC-BBford,Billet timing cover  BB ford,.,,,,.,450.0,41110.0,GST on Income
BUL-CS-1,1inch tapered carby spacer,1 inch tapered carby spacer,£0.00,51120.0,,1 inch tapered carby spacer,145.0,41110.0,GST on Income
BUL-CS-1.5,1.5 inch tapered carby spacer,1.5 inch tapered carby spacer,£0.00,51120.0,,1.5 inch tapered carby spacer,165.0,41110.0,GST on Income
BUL-CS-2,2 inch tapered carby spacer,2 inch tapered carby spacer,£0.00,58010.0,,2 inch tapered carby spacer,195.0,41110.0,GST on Income
BUL-BNT-HNG-HKTG,bonnet hinge HK-T-G,.,,,,.,850.0,41110.0,GST on Income
05-manley-sprg-lctr,manley spring locators,.,,,,.,88.0,41110.0,GST on Income
06-fac-extra,extra material removal,.,,,,.,75.0,41110.0,GST on Income
05-man,supply manifold,.,,,,.,0.0,41110.0,GST on Income
