*Code,*Name,*Type,*Tax Code,Description,Dashboard,Expense Claims,Enable Payments
51160,Closing Stock,Direct Costs,BAS Excluded,,No,No,No
51170,Work in Progress - Opening,Direct Costs,BAS Excluded,,No,No,No
51180,Work in Progress - Closing,Direct Costs,BAS Excluded,,No,No,No
55100,Equipment Rent,Direct Costs,BAS Excluded,,No,No,No
56000,Freight,Direct Costs,BAS Excluded,,No,No,No
58000,Sub contractors eng,Direct Costs,BAS Excluded,,No,No,No
58010,Sub contractor CNC,Direct Costs,BAS Excluded,,No,No,No
58020,SUb contract R&D,Direct Costs,BAS Excluded,,No,No,No
60000,Expenses,Expense,BAS Excluded,,No,No,No
60100,Accounting Fees,Expense,GST on Expenses,,No,No,No
60104,Advertising / Marketing,Expense,GST on Expenses,,No,No,No
60105,ASIC Fees,Expense,GST Free Expenses,,No,No,No
60106,Bad debts expense,Expense,BAS Excluded,,No,No,No
60110,Bank Fees & Charges,Expense,GST Free Expenses,,No,No,No
60115,Bank Merchant fees,Expense,GST on Expenses,,No,No,No
60119,Computer Expenses &  Software,Expense,GST on Expenses,,No,No,No
60120,Consumables,Expense,GST on Expenses,,No,No,No
61010,Customs Duty / Import Fees,Expense,GST Free Expenses,,No,No,No
61011,Custom Clearance Fees,Expense,GST on Expenses,,No,No,No
61012,Dividend Paid,Expense,GST Free Expenses,,No,No,No
61015,Depreciation Expense,Expense,BAS Excluded,,No,No,No
61016,Electricity,Expense,GST on Expenses,,No,No,No
61017,Fire & Safety,Expense,GST on Expenses,,No,No,No
61018,Freight paid domestic,Expense,GST on Expenses,,No,No,No
61019,Export Freight Costs,Expense,GST Free Expenses,,No,No,No
61020,Freight Paid,Expense,GST on Expenses,,No,No,No
61021,Packing and Boxing Exsp,Expense,GST on Expenses,,No,No,No
61022,Freight Paid International Import,Expense,GST on Expenses,,No,No,No
61023,Equipment rental,Expense,GST on Expenses,,No,No,No
61024,RTW insurance,Expense,BAS Excluded,,No,No,No
61025,Insurance,Expense,GST on Expenses,,No,No,No
61026,Interest Paid,Expense,GST Free Expenses,,No,No,No
61027,Income Tax Expense,Expense,BAS Excluded,,No,No,No
61030,Legal  & Professional Fees,Expense,GST on Expenses,,No,No,No
61040,License Fee - CNC (Related Party),Expense,GST on Expenses,,No,No,No
61041,Management Fee - MVS,Expense,GST Free Expenses,,No,No,No
61042,Management Fee- HPG,Expense,GST Free Expenses,,No,No,No
61043,License Fee CNC - Accrual (Related Party),Expense,GST on Expenses,,No,No,No
61050,Motor Vehicle Expenses,Expense,GST on Expenses,,No,No,No
61051,Forklift,Expense,GST on Expenses,,No,No,No
61060,Office Expenses / Printing & Stationery,Expense,GST on Expenses,,No,No,No
61070,Postage,Expense,GST on Expenses,,No,No,No
61080,Rent & Outgoings,Expense,GST on Expenses,,No,No,No
61081,Rent,Expense,GST on Expenses,,No,No,No
61082,Outgoings,Expense,GST on Expenses,,No,No,No
61083,Penalty,Expense,BAS Excluded,,No,No,No
61100,Repairs & Maintenance - Building,Expense,GST on Expenses,,No,No,No
61111,Research & Development - New Products,Expense,GST on Expenses,,No,No,No
62540,Security / Guard Dogs,Expense,GST on Expenses,,No,No,No
62700,Subcontractor,Expense,GST on Expenses,,No,No,No
62705,Subscription Fees,Expense,GST on Expenses,,No,No,No
62710,Sponsorships,Expense,GST on Expenses,,No,No,No
62800,Telephone / Internet,Expense,GST on Expenses,,No,No,No
63000,"Travel, Meals & Entertainment",Expense,BAS Excluded,,No,No,No
63110,Travel Expenses,Expense,GST on Expenses,,No,No,No
63120,Meals & Entertainment,Expense,GST on Expenses,,No,No,No
63160,Travel - International Trade Show,Expense,GST Free Expenses,PRI,No,No,No
63500,Consultancy Fees,Expense,GST on Expenses,,No,No,No
68000,Employment Expenses,Expense,BAS Excluded,,No,No,No
68100,Wages & Salaries - Workshop,Expense,BAS Excluded,,No,No,No
68110,Salary-Admin,Expense,BAS Excluded,,No,No,No
68200,Wages & Salaries - Directors,Expense,BAS Excluded,,No,No,No
68210,Website,Expense,GST on Expenses,,No,No,No
68250,Other Employer Expenses,Expense,BAS Excluded,,No,No,No
68300,Superannuation,Expense,BAS Excluded,,No,No,No
68350,Superannuation - shortfall ATO,Expense,BAS Excluded,,No,No,No
68900,Staff Amenities,Expense,GST on Expenses,,No,No,No
68905,Staff Training,Expense,GST on Expenses,,No,No,No
68910,Staff Uniforms,Expense,GST on Expenses,,No,No,No
68950,Workers' Compensation,Expense,BAS Excluded,,No,No,No
69000,Workshop Expenses,Expense,BAS Excluded,,No,No,No
69100,Workshop - Warranty work,Expense,GST on Expenses,,No,No,No
69200,Workshop - Machinery & Equipment,Expense,GST on Expenses,,No,No,No
69300,Workshop - Tooling & fixtures  CNC,Expense,GST on Expenses,,No,No,No
69310,Tooling & Fixtures ENG shop,Expense,GST on Expenses,,No,No,No
69400,Workshop - Machine repairs,Expense,GST on Expenses,,No,No,No
69500,Waste Removal,Expense,GST on Expenses,,No,No,No
69999,Rounding Adjustment - ATO,Expense,BAS Excluded,,No,No,No
80000,Other Income,Other Income,BAS Excluded,,No,No,No
81000,Interest Income,Other Income,BAS Excluded,,No,No,No
81111,Equipment rental fee,Other Income,BAS Excluded,Crank grinder,No,No,No
82000,Grant received,Other Income,BAS Excluded,,No,No,No
83000,Recoveries (Related Party),Other Income,BAS Excluded,,No,No,No
84000,UKNOWN,Other Income,BAS Excluded,,No,No,No
85000,COVID-19 Business Support,Other Income,BAS Excluded,,No,No,No
85100,Job Keeper,Other Income,BAS Excluded,,No,No,No
85200,Cash flow boost,Other Income,BAS Excluded,,No,No,No
85300,Apprentice grant,Other Income,BAS Excluded,,No,No,No
86000,Other Revenue,Other Income,BAS Excluded,,No,No,No
90000,Other Expenses,Expense,BAS Excluded,,No,No,No
91000,Interest Expense,Expense,BAS Excluded,,No,No,No
91050,Dircectors fee + interest ,Expense,BAS Excluded,,No,No,No
91100,Refund,Expense,BAS Excluded,,No,No,No
92000,Income Tax Expense,Expense,BAS Excluded,,No,No,No
94000,UNKNOWN,Expense,BAS Excluded,,No,No,No
