{}
Co./Last Name	First Name	Card ID	Card Status	Addr 1 - Line 1	Addr 1 - Line 2	Addr 1 - Line 3	Addr 1 - Line 4	Addr 1 - City	Addr 1 - State	Addr 1 - Postcode	Addr 1 - Country	Addr 1 - Phone No. 1	Addr 1 - Phone No. 2	Addr 1 - Phone No. 3	Addr 1 - Fax No.	Addr 1 - Email	Addr 1 - WWW	Addr 1 - Contact Name	Addr 1 - Salutation	Addr 2 - Line 1	Addr 2 - Line 2	Addr 2 - Line 3	Addr 2 - Line 4	Addr 2 - City	Addr 2 - State	Addr 2 - Postcode	Addr 2 - Country	Addr 2 - Phone No. 1	Addr 2 - Phone No. 2	Addr 2 - Phone No. 3	Addr 2 - Fax No.	Addr 2 - Email	Addr 2 - WWW	Addr 2 - Contact Name	Addr 2 - Salutation	Addr 3 - Line 1	Addr 3 - Line 2	Addr 3 - Line 3	Addr 3 - Line 4	Addr 3 - City	Addr 3 - State	Addr 3 - Postcode	Addr 3 - Country	Addr 3 - Phone No. 1	Addr 3 - Phone No. 2	Addr 3 - Phone No. 3	Addr 3 - Fax No.	Addr 3 - Email	Addr 3 - WWW	Addr 3 - Contact Name	Addr 3 - Salutation	Addr 4 - Line 1	Addr 4 - Line 2	Addr 4 - Line 3	Addr 4 - Line 4	Addr 4 - City	Addr 4 - State	Addr 4 - Postcode	Addr 4 - Country	Addr 4 - Phone No. 1	Addr 4 - Phone No. 2	Addr 4 - Phone No. 3	Addr 4 - Fax No.	Addr 4 - Email	Addr 4 - WWW	Addr 4 - Contact Name	Addr 4 - Salutation	Addr 5 - Line 1	Addr 5 - Line 2	Addr 5 - Line 3	Addr 5 - Line 4	Addr 5 - City	Addr 5 - State	Addr 5 - Postcode	Addr 5 - Country	Addr 5 - Phone No. 1	Addr 5 - Phone No. 2	Addr 5 - Phone No. 3	Addr 5 - Fax No.	Addr 5 - Email	Addr 5 - WWW	Addr 5 - Contact Name	Addr 5 - Salutation	Notes	Identifiers	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Billing Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Tax Code	Credit Limit	Tax ID No.	Volume Discount %	Sales/Purchase Layout	Price Level	Payment Method	Payment Notes	Name on Card	Card Number	BSB	Account Number	Account Name	A.B.N. 	A.B.N. Branch	Account	Salesperson	Salesperson Card ID	Comment	Shipping Method	Printed Form	Freight Tax Code	Use Customer's Tax Code	Receipt Memo	Invoice/Purchase Order Delivery	Record ID
Brightwater Onslow Gardens		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9366
Brightwater Oxford Gardens		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9367
Brightwater The Cove		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Brightwater The Cove	    												GST	N		P	9368
Brightwater The Oaks		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9369
Brightwater The Village		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Brightwater The Village	    												GST	N		P	9370
Carine Senior High School		*None	Y									9243 9100				tina.magatelli2@education.wa.edu.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Carine Senior High School	    												GST	N		P	9374
Carinya Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS			    												GST	N		P	9375
Carrington Aged Care		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Carrington Aged Care	    												GST	N		P	9376
Catherine McAuley Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9378
Central City Dental Care		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9379
Cerebral Palsy Association		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9380
Clarkson Community High School		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9382
Court Assessment & Treatment Services		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9386
Baptistcare - David Buttfield Centre		*None	Y									9282 8600				accounts.payable@baptistcare.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		David Buttfield Centre	    												GST	N		P	9392
Ella Williams House		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9406
Fredrick Guest Hostel		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9407
Freshwater Bay Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9409
Glengarry Hospital		*None	N									1800 738 745				AccountsPayable.vim@ramsayhealth.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Glengarry Hospital	    												GST	N		P	9410
Baptistcare - Gracehaven		*None	Y									9282 8616	Melissa - Head Office			melissa.mendolia@baptistcare.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Gracehaven (BaptistCare)	    												GST	N		P	9411
Grandview Aged Care		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9412
Hakea Prison		*None	Y									9366 6376				shirley.gardner@correctiveservices.wa.gov.au	kaye.couzens@correctiveservices.wa.gov.au	Kaye Couzens	Shirley Gardner																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Hakea Prison	    												GST	N		P	9415
Hammersley Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9417
Hollywood Private Hospital		*None	N													AccountsPayable.vim@ramsayhealth.com.au																																																																					V					7 Days		0	5	1	30	0	0	GST	0		0	S	0	EFTPOS	payment for inv V16648B	Hollywood Private Hospital	    												GST	N		P	9418
Italian Aged Care		*None	Y									9247 0888				natasha@iaci.com.au		Tash	Accts Payable																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9420
John Mercer Lodge		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9423
Joondalup Health Campus		*None	N									1800 738745				accountspayable.vim@ramsayhealth.com.au	Code 275																																																																				V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS			    												GST	N		P	9425
Kalamunda District Community Hospital		*None	N									6444 5143				HCN.NurseWestAdminFinance@health.wa.gov.au		Sue Beames																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Kalamunda Hospital	    												GST	N		P	9427
Kaleeya Hospital		*None	Y															SEE CARD DETAILS																																																																		Maternity went to Fiona Stanley Hosp 6152 3939 FSH-AP-Supplies@health.wa.gov.au   General went to Fremantle Hosp 9431 3333								0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Kaleeya Hospital	    												GST	N		P	9428
Karrinyup Road Dental Centre		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9430
King Edward Memorial Hospital		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au		Sue Beames																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		King Edward Memorial Hospital	    												GST	N		P	9434
Koh-I-Noor		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9436
Lady McCusker Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9438
Leighton Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9442
McDougall Park Nursing Home		*None	Y									9327 9920						Lychelle / Brenda	Hall & Prior																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9445
St John of God - Mt Lawley		*None	N	Yvette in accounts -								0861160358				group.accountspayable@sjog.org.au	Kelly.Fair@sjog.org.au	Linda																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Mercy Hospital Mount Lawley	    												GST	N		P	9446
Mount Hospital		c.93	N									1300 854 535		Vendor # 27861		AP.Payments@healthscope.com.au	 	Corina Lee																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Mount Hospital	    												GST	N		P	9449
Mount Lawley Private Hospital		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Mount Lawley Private Hospital	    												GST	N		P	9450
Nursewest		*None	N	sarah.siave@health.wa.gov.au												HCN.apfinance@health.wa.gov.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Nursewest	    												GST	N		P	9451
Osborne Park Hospital		*None	N									6444 5143				HCN.NurseWestAdminFinance@health.wa.gov.au		Sue Beames																																																																		General invs - Ian Rowe ian.rowe@health.wa.gov.au Mental invs - Jad Jadunundun 9346 8323 0406 533 176 jad.jadunundun@health.wa.gov.au  both on 9346 8000	NV							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	9454
Parkview Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9456
Parry Hostel		*None	Y									1300 784 954						Joanne																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9457
Peel Health Campus		*None	N									1800 738 745				accountspayable.vim@ramsayhealth.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Peel Health Campus	    												GST	N		P	9458
Perth Clinic		*None	N									9481 4888				elainei@perthclinic.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Perth Clinic	    												GST	N		P	9459
Peter Arney Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9460
Princess Margaret Hospital		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au		Sue Beames																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Princess Margaret Hospital	    												GST	N		P	9463
Quadriplegic Centre		*None	N													qcaccountspayable@health.wa.gov.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	Cheque			    												GST	N		P	9464
Rangeview Health Centre		*None	Y									9333 9130				raewyn.ransfield@correctiveservices.wa.gov.au		Raewyn Ransfield																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Rangeview Health Centre	    												GST	N		P	9465
Regents Garden Lake Joondalup		*None	N													accounts@regentsgarden.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Regents Garden Lake Joondalup	    												GST	N		P	9466
Regents Gardens Four Seasons		*None	Y													accounts@regentsgarden.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9467
Rockingham - Kwinana District Hospital		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au		Sue Beames																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit	V18419B Mental Health		    												GST	N		P	9470
Royal Perth Hospital		*None	N									6444 5143				hss.nursewestadministrationfinance@health.wa.gov.au		Sue Beames																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	9474
Sandstrom Aged Care Facility		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9477
Sarah Hardy House		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9478
Shawford Lodge		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9479
Shenton Park		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au	at Fiona Stanley Hosp	Sue Beames																																																																		FSH-AP-Supplies@health.wa.gov.au								0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Shenton Park	    												GST	N		P	9480
Silver Chain - Kingsley Hospice		*None	Y																																																																																		V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Silver Chain - Kingsley Hospice	    												GST	N		P	9485
Silver Chain - Murdoch Hospice		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9486
St Francis Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9499
St Michaels Residential Care		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		St Michaels Residential Care	    												GST	N		P	9504
St Vincents Aged Care		*None	Y									-279 5055				jenny.martin@catholichomes.com		Jenny Martin																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		St Vincents Aged Care	    												GST	N		P	9505
Swan Health Service		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au		Sue Beames																																																																		Accounts Administrator - Brenda Gandolfo brenda.gandolfo@health.wa.gov.au 9347 5254								0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Swan Health Service	    												GST	N		P	9508
WA Turf Club		*None	Y									9277 0777						Emma																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		WA Turf Club	    												GST	N		P	9512
Waikiki Private Hospital		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9513
Windsor Park Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9517
Armadale Health Service		*None	N									6444 5143				HCN.NurseWestAdminFinance@health.wa.gov.au		Sue Beames																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	9521
St John of God - Subiaco		*None	N	Group.accountspayable@sjog.org.au	Individually in PDF attachment with the word STATEMENT on the subject line							9261 3315				group.accountspayable@sjog.org.au		Linda																																																																			V					30Days EOM		0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		St John of God - Subiaco	    												GST	N		P	9522
Odontia		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9525
Bentley Hospital		*None	Y									9334 3611						see card details tab																																																																		General Health - 9334 3611 (Night) - karen.corkhill@health.wa.gov.au (Day) - anne.greco@health.wa.gov.au Mental Health -  dolores.cleland@health.wa.gov.au gordon.furby@health.wa.gov.au	V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9527
St John of God - Murdoch		*None	N									9261 3315	9261 3320 finance			group.accountspayable@sjog.org.au		Jane Dilkes																																																																			V					30 Days EOM		0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		St John of God - Murdoch	    												GST	N		P	9528
Perth Radiological Clinic Midland 		*None	N													Matt.McQuillan@perthradclinic.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9532
Radiowave Therapy Clinic		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9538
Casuarina Prison - Outpatients		*None	Y	***NO CREDIT NOTES***														Dawn Penhorwood																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Casuarina Prison - Outpatients	    												GST	N		P	9549
Casuarina Prison - Infirmary		*None	Y	***NO CREDIT NOTES***								08 9411 5444	9264 6225 head office		08 9411 5437	dawn.penhorwood@correctiveservices.wa.gov.au		Dawn Penhorwood	Kaye Couzins																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Casuarina Prison - Infirmary	    												GST	N		P	9553
Silver Chain - Crisis Respite Care		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9556
Bethesda Hospital Inc		*None	Y									9340 6422						Helen Carr																																																																										0	5	1	30	0	0	GST	0		0	S	0	Cheque			    												GST	N		P	9557
Armadale Health Service and Mental Health		*None	N									see card details				beatrice.forbes@health.wa.gov.au																																																																				Deborah Don 9391 2137 Serena Fairfull 9391 2302	N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	9558
Graylands Hospital		*None	Y									6444 5143						Sue Beames																																																																										0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Graylands Hospital	    												GST	N		P	9564
Murdoch Dental Centre		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9566
Shoalwater Nursing Home		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9585
Brightwater Manning		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Brightwater Manning	    												GST	N		P	9586
Castledare Village		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9599
Alma Street Centre		*None	Y									6444 5143				HCN.NurseWestAdminFinance@health.wa.gov.au		Sue Beames																																																																		pauline.haydinger@health.wa.gov.au karen.hill@health.wa.gov.au								0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Alma Street Centre	    												GST	N		P	9600
Fremantle Hospital & Health Service		*None	N	HSS.NurseWestAdministrationFinance@health.wa.gov.au								6444 5143				hss.apvendor@health.wa.gov.au		Sue Beames																																																																			N							0	5	1	30	0	0	GST	0		0	S	0	Direct Deposit			    												GST	N		P	9616
Disability Services Commission		*None	Y									9426 9200																																																																																0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9644
Sir Charles Gairdner Hospital - PCA		*None	N	;rushton.hunt@health.wa.gov.au.;Luba.Kovalenko@health.wa.gov.au								6444 5143				SCGOPHCGFinance.ClinicalCorporate@health.wa.gov.au		Sue Beames																																																																		HCN.APFinance@health.wa.gov.au	V							0	2	0	30	0	0	GST	0		0	S	0	Direct Deposit	originally paid 01/10/2009 $432.83 for V13504 then 19/11/2009 they realised and gave themselves a credit against this invoice leaving this balance		    												GST	N		P	9645
Dental Integrity		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9659
Brightwater Oat Street		*None	N									9202 2876	site - see details			accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																		Roster Office 9362 9200 syprostering@brightwatergroup.com	V							0	2	0	30	0	0	GST	0		0	S	0	EFTPOS		Brightwater  Oat Street	    												GST	N		P	9685
Woodlake Aged Care (aegis)		*None	N													woodlake@aegiscare.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS			    												GST	N		P	9687
Brightwater Balcatta		*None	N									9202 2876				accounts.payable@brightwatergroup.com	Vendor Code 000605	Head Office																																																																			V							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Brightwater Balcatta	    												GST	N		P	9692
Armadale Nursing Centre		*None	Y									9399 3132			9497 3928			Yvonne																																																																			N							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9693
123 Dental		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9694
Weston Lodge		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9730
Elloura Lodge		*None	Y									(03) 8573-0444			(03) 8573-0422	accountspayable@regis.com.au		Regis																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9756
Craigwood (Craigcare Como)		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9766
Maurice Zeffert Home (Inc)		*None	N									9375 4600				accounts@mzh.org.au		Sharon																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9767
Bassendean Aged Care-AEGIS		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9768
Silver Chain - Maddington		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9801
Winthrop Dental Clinic		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9802
Mindarie Quinns Dental Centre		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9830
Wesley College		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9831
Wooroloo Prison Farm		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Wooroloo Prison Farm	    												GST	N		P	9832
Ellenbrook Dental Clinic		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9836
Hakea Co-Morbidity		*None	Y									9264 1093	OSS1300345677																																																																															0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Hakea Co-Morbidity	    												GST	N		P	9839
Northbridge Dental Clinic		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9843
Kardinya Dental		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9847
Hills Family Dental Centre		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9849
Eastern Goldfields Regional Prison		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9859
Roleystone District High School		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9860
Nursewest Public Health Division		*None	Y																																																																																									0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9873
Sir Charles Gairdner Hospital - Ward D20		*None	Y									6444 5143				hcn.apfinance@health.wa.gov.au		Sue Beames																																																																		tracy.coward@health.wa.gov.au 0426232263 Clinical Nurse Specialist	N							0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Sir Charles Gairdner Hospital - Ward D20	    												GST	N		P	9876
Swan Health Service Mental Health		*None	Y									9347 5789				rodney.gingrich@health.wa.gov.au																																																																												0	5	1	30	0	0	GST	0		0	S	0	EFTPOS		Swan Health Service Mental Health	    												GST	N		P	9878
Greenough Regional Prison		*None	Y									9923 6528						Teagan Sutton																																																																										0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9879
Joondalup Health Campus Mental Health Unit.		*None	N													accountspayable.vim@ramsayhealth.com.au																																																																					V							0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9888
Kevin and Christine Cass-Ryall		*None	Y													cass-ryalk@ramsayhealth.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9893
Julie Beeck		*None	Y													julie.beeck@synovate.com																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9894
Chris and Vicki Prastidis		*None	Y													chrisp@wavessurfwear.com																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9895
Debbie Karasinski		*None	Y													dkarasinski@senses.asn.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9896
Eastman	Bernie & Dawn	*None	Y	Director	BDMS Eastman Pty Ltd	4 Gifford Gardens		CITY BEACH	WA	6015						eastman@vianet.net.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9897
Tony & Carolyn Monissee		*None	Y													tony.monisse@brentnallswa.com.au																																																																												0	5	1	30	0	0	GST	0		0	S	0																GST	N		P	9898
