Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Invoice No.,Date,Customer PO,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Salesperson Last Name,Salesperson First Name,Shipping Date,Referral Source,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Sale Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,           - % Monthly Charge,Amount Paid,Payment Method,Payment Notes,Name on Card,Card Number,Authorisation Code,BSB,Account Number,Drawer/Account Name,Cheque Number,Category,Location ID,Card ID,Record ID
Mintap Services Pty Ltd,,Mintap Services Pty Ltd,PO Box 2122,Marmion  WA  6020,Australia,,10381,1/7/2022,22-Jul,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale; Mintap Services,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,MINT,1858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westridge Construction Pty Ltd,,Westridge Construction Pty Ltd,PO Box 2351,Marmion  WA  6020,Australia,,10382,1/7/2022,22-Jul,,A,Other Income,1,Office Rent,$505.00 ,0%,$505.00 ,ADM000,,Sale; Westridge Rent,,,,,GST,$50.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,WEST,1855
Westridge Construction Pty Ltd,,Westridge Construction Pty Ltd,PO Box 2351,Marmion  WA  6020,Australia,,10382,1/7/2022,22-Jul,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale; Westridge Rent,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,WEST,1855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGE Pty Ltd,,NGE Pty Ltd,P O Box 117,Herne Hill  WA  6056,Australia,,10390,6/7/2022,Email 160622,,A,Other Income,1,Being for use of Boardroom on 5/7/22 as agreed in email on 16/6/22,$100.00 ,0%,$100.00 ,ADM000,,Sale; NGE Pty Ltd,,,,,GST,$10.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,$110.00 ,EFT,,,,,,,,,Admin,,NGE,2043
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Management Intercontinental Pty Ltd,,Risk Management Intercontinental Pty Ltd,P.O. Box 2339 Ascot,Brisbane  QLD  4007,Australia,,10391,28/07/2022,,,A,International Reimb OHS,1,Travelling expenses and visa as per attached detailed spreadsheet,"$1,124.85 ",0%,"$1,124.85 ",RMI003,,Sale; Risk Management Intercontinental Pty Ltd,,,,,GST,$112.49 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$1,237.34 ",EFT,,,,,,,,,Safety,,*None,1492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10392,28/07/2022,PO 11810,,A,OHS Employee HOURLY,2,Support at Perth Office,$110.00 ,0%,$220.00 ,MCG001,,Sale; McNally Mining & Resources,,,,,GST,$22.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$20,358.25 ",,,,,,,,,,Safety,,MCG001,2046
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10392,28/07/2022,PO 11810,,A,OHS Employee HOURLY,159.25,Onsite HSE support,$110.00 ,0%,"$17,517.50 ",MCG001,,Sale; McNally Mining & Resources,,,,,GST,"$1,751.75 ",$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$20,358.25 ",,,,,,,,,,Safety,,MCG001,2046
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10392,28/07/2022,PO 11810,,A,OHS Employee HOURLY,14,Travel on\r\n28 June 2022\r\n07 July 2022\r\n20 July 2022\r\n27 July 2022,$55.00 ,0%,$770.00 ,MCG001,,Sale; McNally Mining & Resources,,,,,GST,$77.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$20,358.25 ",,,,,,,,,,Safety,,MCG001,2046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10393,28/07/2022,PO 11926,,A,OHS Employee HOURLY,22,MMR-0510:Support at Perth Office,$110.00 ,0%,"$2,420.00 ",MCG001,,Sale; McNally Mining & Resources,,,,,GST,$242.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$23,050.50 ",,,,,,,,,,Safety,,MCG001,2046
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10393,28/07/2022,PO 11926,,A,OHS Employee HOURLY,165.5,MMR-0510: Onsite HSE support,$110.00 ,0%,"$18,205.00 ",MCG001,,Sale; McNally Mining & Resources,,,,,GST,"$1,820.50 ",$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$23,050.50 ",,,,,,,,,,Safety,,MCG001,2046
McNally Mining & Resources,,McNally Mining & Resources,51 Alacrity Place,Henderson  WA  6166,Australia,,10393,28/07/2022,PO 11926,,A,OHS Employee HOURLY,6,MMR-0510: travel on\r\n07 July 2022\r\n21 July 2022,$55.00 ,0%,$330.00 ,MCG001,,Sale; McNally Mining & Resources,,,,,GST,$33.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$23,050.50 ",,,,,,,,,,Safety,,MCG001,2046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10394,28/07/2022,PO 52140,,A,OHS Employee LUMP SUM,1,Pre-mobilisation assessment,$500.00 ,0%,$500.00 ,SPG001,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$50.00 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$2,984.30 ",EFT,,,,,,,,,Safety,,SPG000,1962
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10394,28/07/2022,PO 52140,,A,OHS Employee LUMP SUM,1,Infield OSH/WHS verification audit,"$1,980.00 ",0%,"$1,980.00 ",SPG001,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$198.00 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$2,984.30 ",EFT,,,,,,,,,Safety,,SPG000,1962
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10394,28/07/2022,PO 52140,,A,OHS Employee HOURLY,1,Project Management,$165.00 ,0%,$165.00 ,SPG001,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$16.50 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$2,984.30 ",EFT,,,,,,,,,Safety,,SPG000,1962
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10394,28/07/2022,PO 52140,,A,Kilometres OHS,68,KM travelled to and from site,$1.00 ,0%,$68.00 ,SPG001,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$6.80 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$2,984.30 ",EFT,,,,,,,,,Safety,,SPG000,1962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mesh Group Pty Ltd ,,Data Mesh Group Pty Ltd ,,,,,10397,1/8/2022,22-Aug,,A,Other Income,1,Office Rent,$505.00 ,0%,$505.00 ,ADM000,,Sale: Data Mesh Group,,,,,GST,$50.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,DATA,2032
Data Mesh Group Pty Ltd ,,Data Mesh Group Pty Ltd ,,,,,10397,1/8/2022,22-Aug,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale: Data Mesh Group,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,DATA,2032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East 33 Limited,,East 33 Limited,"Level 30, Tower 2",200 Barangaroo Avenue,Sydney  NSW  2000,,10398,1/8/2022,22-Aug,,A,Other Income,1,Office Rent,$505.00 ,0%,$505.00 ,ADM000,,Sale; East 33,,,,,GST,$50.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,EAST,2020
East 33 Limited,,East 33 Limited,"Level 30, Tower 2",200 Barangaroo Avenue,Sydney  NSW  2000,,10398,1/8/2022,22-Aug,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale; East 33,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,EAST,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mintap Services Pty Ltd,,Mintap Services Pty Ltd,PO Box 2122,Marmion  WA  6020,Australia,,10399,1/8/2022,22-Aug,,A,Other Income,1,Office Rent,$505.00 ,0%,$505.00 ,ADM000,,Sale; Mintap Services,,,,,GST,$50.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,MINT,1858
Mintap Services Pty Ltd,,Mintap Services Pty Ltd,PO Box 2122,Marmion  WA  6020,Australia,,10399,1/8/2022,22-Aug,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale; Mintap Services,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,MINT,1858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westridge Construction Pty Ltd,,Westridge Construction Pty Ltd,PO Box 2351,Marmion  WA  6020,Australia,,10400,1/8/2022,22-Aug,,A,Other Income,1,Office Rent,$505.00 ,0%,$505.00 ,ADM000,,Sale; Westridge Rent,,,,,GST,$50.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,WEST,1855
Westridge Construction Pty Ltd,,Westridge Construction Pty Ltd,PO Box 2351,Marmion  WA  6020,Australia,,10400,1/8/2022,22-Aug,,A,Other Income,1,Access to Sustainability Internet,$75.00 ,0%,$75.00 ,ADM000,,Sale; Westridge Rent,,,,,GST,$7.50 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,$638.00 ,EFT,,,,,,,,,Admin,Location1,WEST,1855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMG Dugald River Pty Ltd,,MMG Dugald River Pty Ltd,Level 23,28 Freshwater Place,Southbank  VIC  3006,,10401,31/07/2022,PO 4400451110,,A,OHS Employee DAY,5,Marty Karow,"$1,050.00 ",0%,"$5,250.00 ",MMG004,,Sale; MMG Dugald River Pty Ltd,,,,,GST,$525.00 ,$0.00 ,GST,$0.00 ,I,,,4,0,30,0,0,"$7,623.00 ",EFT,,,,,,,,,Safety,,MMG000,1844
MMG Dugald River Pty Ltd,,MMG Dugald River Pty Ltd,Level 23,28 Freshwater Place,Southbank  VIC  3006,,10401,31/07/2022,PO 4400451110,,A,OHS Employee HOURLY,16,Marty Karow,$105.00 ,0%,"$1,680.00 ",MMG004,,Sale; MMG Dugald River Pty Ltd,,,,,GST,$168.00 ,$0.00 ,GST,$0.00 ,I,,,4,0,30,0,0,"$7,623.00 ",EFT,,,,,,,,,Safety,,MMG000,1844
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Roads WA,,Main Roads WA,Attn: Joann McKenney,PO Box 6202,East Perth  WA  6892,,10402,31/07/2022,,,A,ENV Employee HOURLY,168,Environmental Advisor Support,$70.00 ,0%,"$11,760.00 ",MRW012,,Sale; Main Roads WA,,,,,GST,"$1,176.00 ",$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$13,090.00 ",EFT,,,,,,,,,Environment,,MRW,564
Main Roads WA,,Main Roads WA,Attn: Joann McKenney,PO Box 6202,East Perth  WA  6892,,10402,31/07/2022,,,A,ENV Employee HOURLY,2,Administration fee as per Clause 7 of Insourcing Agreement,$70.00 ,0%,$140.00 ,MRW012,,Sale; Main Roads WA,,,,,GST,$14.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$13,090.00 ",EFT,,,,,,,,,Environment,,MRW,564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainability Assurance Services Pty Ltd,,Sustainability Assurance Pty Ltd,"Unit 3, 118 Flora Terrace",North Beach  WA  6020,Australia,,10403,2/8/2022,EQABHP,,A,Assurance employee hr,1,116 hours @ $158.91 (Chris Coutinho),"$18,433.56 ",0%,"$18,433.56 ",EQABHP,,Sale; Sustainability Assurance Pty Ltd,,,,,GST,"$1,843.36 ",$0.00 ,GST,$0.00 ,I,,,5,1,30,0,0,"$20,276.92 ",EFT,,,,,,,,,Assurance,Location1,*None,111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10404,31/07/2022,,,A,TECH Employee Hourly,9.25,Audit Administration: Brigitte Williams,$105.00 ,0%,$971.25 ,PCA012,,Sale; Avetta LLC,,,,,GST,$97.13 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$4,283.13 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10404,31/07/2022,,,A,TECH Employee Hourly,41.75,Audit Administration: Maria Acevedo Bellon,$70.00 ,0%,"$2,922.50 ",PCA012,,Sale; Avetta LLC,,,,,GST,$292.25 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$4,283.13 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10405,31/07/2022,,,A,TECH Employee Hourly,14,Audit Administration(Smartling): Yun Mo Ok,$70.00 ,0%,$980.00 ,PCA012,,Sale; Avetta LLC,,,,,GST,$98.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$1,078.00 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10406,31/07/2022,,,A,TECH Employee Lumpsum,107,Initial Audit,$240.00 ,0%,"$25,680.00 ",PCA002,,Sale; Avetta LLC,,,,,GST,"$2,568.00 ",$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$41,712.00 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10406,31/07/2022,,,A,TECH Employee Lumpsum,51,Annual Audit,$240.00 ,0%,"$12,240.00 ",PCA002,,Sale; Avetta LLC,,,,,GST,"$1,224.00 ",$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$41,712.00 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10407,31/07/2022,,,A,TECH Employee Lumpsum,12,Initial Audit,$120.00 ,0%,"$1,440.00 ",PCA002,,Sale; Avetta LLC,,,,,GST,$144.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$2,376.00 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
Avetta LLC,,Avetta LLC,Accounts Payable,549 E Timpanogos Parkway,Building G,,10407,31/07/2022,,,A,TECH Employee Lumpsum,6,Annual Audit,$120.00 ,0%,$720.00 ,PCA002,,Sale; Avetta LLC,,,,,GST,$72.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$2,376.00 ",EFT,,,,,,,,,Tech Services,,AVETTA AUD,1751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10408,31/07/2022,PO 51165,,A,OHS Employee HOURLY,11.5,WHS Technical Support,$150.00 ,0%,"$1,725.00 ",SPG004,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$172.50 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$6,330.50 ",EFT,,,,,,,,,Safety,,SPG000,1962
Satterley Property Group Pty Ltd,,Satterley Property Group Pty Ltd,PO Box 1346,West Perth  WA  6872,Australia,,10408,31/07/2022,PO 51165,,A,OHS Employee HOURLY,52,WHS Coordination/Admin Support,$77.50 ,0%,"$4,030.00 ",SPG004,,Sale; Satterley Property Group Pty Ltd,,,,,GST,$403.00 ,$0.00 ,GST,$0.00 ,I,,,4,0,45,0,0,"$6,330.50 ",EFT,,,,,,,,,Safety,,SPG000,1962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synergy Retail Business Unit,,Synergy Corporate Shared Services,Synergy Retail Business Unit,GPO Box U1913,Perth  WA  6845,,10409,31/07/2022,PO 4500063885,,A,OHS Employee DAY,2,"Phase 2: Kwinana Power Station, Pinjar Gas Turbine and Cockburn Power Station","$2,000.00 ",0%,"$4,000.00 ",SYN019,,Sale; Synergy Corporate Shared Services,,,,,GST,$400.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$4,650.80 ",EFT,,,,,,,,,Safety,,SYN000,1800
Synergy Retail Business Unit,,Synergy Corporate Shared Services,Synergy Retail Business Unit,GPO Box U1913,Perth  WA  6845,,10409,31/07/2022,PO 4500063885,,A,Kilometres OHS,120,KM travelled to and from Pinjar Gas Turbine on 7 July 2022,$1.00 ,0%,$120.00 ,SYN019,,Sale; Synergy Corporate Shared Services,,,,,GST,$12.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$4,650.80 ",EFT,,,,,,,,,Safety,,SYN000,1800
Synergy Retail Business Unit,,Synergy Corporate Shared Services,Synergy Retail Business Unit,GPO Box U1913,Perth  WA  6845,,10409,31/07/2022,PO 4500063885,,A,Kilometres OHS,108,KM travelled to and from Cockburn Power Station on 8 July 2022,$1.00 ,0%,$108.00 ,SYN019,,Sale; Synergy Corporate Shared Services,,,,,GST,$10.80 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$4,650.80 ",EFT,,,,,,,,,Safety,,SYN000,1800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinfra Pty Ltd,,Zinfra Pty Ltd,Level 16,567 Collins Street,Melbourne  VIC  3000,,10410,31/07/2022,PO 4100351051,,A,OHS Employee HOURLY,56.5,"Document and desktop review, travel ,Coolaroo and Kabalko PDS audit as per attached timesheet",$200.00 ,0%,"$11,300.00 ",ZIN002,,Sale; Zinfra Pty Ltd,,,,,GST,"$1,130.00 ",$0.00 ,GST,$0.00 ,I,,,2,0,30,0,0,"$12,430.00 ",EFT,,,,,,,,,Safety,,ZIN000,2050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Employee HOURLY,2,Biosentinel Oyster Monitoring: Project Management,$120.00 ,0%,$240.00 ,TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$24.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Employee HOURLY,12,Biosentinel Oyster Monitoring: Data Collation and Analysis,$120.00 ,0%,"$1,440.00 ",TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$144.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Employee HOURLY,4,Reports:Annual Marine Environmental Monitoring Compliance Report,$120.00 ,0%,$480.00 ,TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$48.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Employee HOURLY,12,Reports: MS535 Annual Compliance Report,$120.00 ,0%,"$1,440.00 ",TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$144.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Employee HOURLY,3,Reports: DWER L4996/1993/9- Annual Environmental Report,$120.00 ,0%,$360.00 ,TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$36.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
Toll Energy & Marine Logistics Pty Ltd,,Toll Energy & Marine Logistics Pty Ltd,"Level 7, 380 St. Kilda Road",Melbourne  VIC  3004,Australia,,10411,31/07/2022,,,A,ENV Consultant HOURLY,1,Biosentinel Oyster Monitoring: Project Management,$200.00 ,0%,$200.00 ,TOL010,,Sale; Toll Energy & Marine Logistics Pty Ltd,,,,,GST,$20.00 ,$0.00 ,GST,$0.00 ,I,,,2,0,15,0,0,"$6,996.00 ",EFT,,,,,,,,,Environment,,TOL001,1820
