Account Number,Account Name,Header,Balance,Account Type,Last Cheque Number,Tax Code,Currency Code,Inactive Account,AccountantLink Code,BSB Number,B/Account Number,B/Account Name,Company Trading Name,Create Bank Files,Bank Code,Direct Entry User ID,Self Balancing Transaction,Description,Classification for Statement of Cash Flow,Subtotal Header Accounts
12350,WIP Sustainability Internation,,$0.00 ,Other Current Asset,,N-T,,N,,,,,,,,,,,O,
12370,WIP North America,,"$12,388.91 ",Bank,2,N-T,,N,,,,,,N,,,N,,,
12380,WIP iSustainabilityPL,,"$63,381.00 ",Other Current Asset,,N-T,,N,,,,,,,,,,,O,
12385,WIP Sustainability Training PL,,"$11,575.00 ",Other Current Asset,,N-T,,N,,,,,,,,,,,O,
12390,WIP-Sustainability Africa,,"($26,985.64)",Bank,0,N-T,,N,,,,,,N,,,N,,,
13100,Current Assets Other,H,"$82,005.69 ",Asset,,,,N,,,,,,,,,,,,Y
13110,Prepayments,,"$4,905.00 ",Other Asset,,N-T,,N,,,,,,,,,,,O,
13120,Prepayments Insurance,,"$17,734.22 ",Other Asset,,N-T,,N,,,,,,,,,,,O,
13130,Deposit on Water Bottles (Refresh),,$60.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
13135,Deposit Storage Unit B032 ,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
13136,Deposit: 24 Geddes St. Office IA,,$0.00 ,Bank,0,N-T,,Y,,,,,,N,,,N,,,
13140,Staff Advances,,"$4,442.28 ",Bank,1,N-T,,N,,,,,,N,,,N,,,
13150,Prepaid Borrowing Costs,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
13160,TANAP Retention Receivable USD,,"$59,306.47 ",Bank,0,N-T,USD,N,,,,,,N,,,N,,,
13170,Loan to Gambier Operations Pty Ltd,,$0.00 ,Other Current Asset,,N-T,,N,,,,,,,,,,,O,
14100,Loans to Associated Companies,H,"($166,706.00)",Asset,,,,N,,,,,,,,,,,,Y
14110,Loan Sustainability Indonesia,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
14120,Sustainability East Asia-Cash,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
14130,Loan Sustain Central Asia,,$0.00 ,Bank,4,N-T,,N,,,,,,N,,,N,,,
14140,Loan Sustainability Assurance,,$212.00 ,Bank,1,N-T,,N,,,,,,N,,,N,,,
14150,Sustainability International,,"($166,918.00)",Other Asset,,N-T,,N,,,,,,,,,,,O,
14160,Investment Indonesia,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
14170,Sustainability North America,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
14180,Loan- MRSG,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
15000,Fixed Assets,H,"$6,231.30 ",Asset,,,,N,,,,,,,,,,,,N
15100,Plant & Equipment,,"$316,661.48 ",Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15110,P & E Accumulated Depreciation,,"($226,309.02)",Other Asset,,N-T,,N,,,,,,,,,,,O,
15120,Motor Vehicles,,"$22,245.65 ",Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15130,M/V Accumulated Depreciation,,"($20,825.84)",Fixed Asset,,N-T,,N,,,,,,,,,,,I,
15140,Office Furniture & Equipment,,"$3,170.54 ",Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15150,Office F&E Accum Depreciation,,"($1,020.00)",Fixed Asset,,N-T,,N,,,,,,,,,,,I,
15160,Computer Equipment,,"$13,751.76 ",Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15170,Comp Equip Accum Depreciation,,"($9,671.00)",Fixed Asset,,N-T,,N,,,,,,,,,,,I,
15180,Library,,$0.00 ,Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15190,Library Accum Depreciation,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
15195,Low Value Asset Pool,,$0.00 ,Fixed Asset,,CAP,,N,,,,,,,,,,,I,
15196,Low Value Pool Accum Deprec,,$0.33 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16000,Non-Current Assets,H,"$63,542.32 ",Asset,,,,N,,,,,,,,,,,,Y
16100,Loans Other,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16200,Bond on Premises,,"$14,550.00 ",Other Asset,,N-T,,N,,,,,,,,,,,O,
16250,Bank Guarantee for premises,,"$12,500.00 ",Other Asset,,N-T,,N,,,,,,,,,,,O,
16300,Investment - Sustainability Assurance Services Pty Ltd,,$100.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16310,Investment - Sustainability Insuranace Pty Ltd,,$65.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16320,Investment - ISustainability Pty Ltd,,$65.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16330,Investment - Sustainability International  Pte Ltd,,$1.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
16500,Unsecured Loan - Heath Thorpe,,"$36,261.32 ",Other Asset,,N-T,,N,,,,,,,,,,,I,
17000,Intangible Assets,H,$550.00 ,Asset,,,,N,,,,,,,,,,,,Y
17100,Share Allotment,,$550.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
17110,Intellectual Property,,$0.00 ,Other Asset,,CAP,,N,,,,,,,,,,,I,
18100,Prov for Debtor Recon,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
19998,Suspense for Balance Sheet Adj,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,Account set up 14/5/14 as a clearing account to fix incorrect balance sheet values,O,
19999,Suspense Account,,$0.00 ,Other Asset,,N-T,,N,,,,,,,,,,,O,
20000,Liabilities,H,"$877,816.20 ",Liability,,,,N,,,,,,,,,,,,Y
21000,Current Liabilities,H,"$161,791.38 ",Liability,,,,N,,,,,,,,,,,,Y
21010,Trade Creditors,,"$67,404.59 ",Accounts Payable,,N-T,,N,,,,,,,,,,,O,
21040,AMEX Platinum,,"$11,714.92 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21050,AMEX Gold,,"$36,742.73 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21055,Diners Club International,,$0.00 ,Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21060,St George VISA TWS IA,,"$1,565.13 ",Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21070,St George VISA DH IA,,"$1,285.76 ",Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21080,Bankwest Visa TWS 9212 IA,,($363.98),Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21081,Bankwest Visa JM 2402 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21082,Bankwest Visa DH - 0785 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21083,Bankwest Visa NM - 2410 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21084,Bankwest Visa PdS - 2468 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21085,ANZ Visa - JM 2104/5036 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21086,ANZ Visa -TWS 9956,,$0.00 ,Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21087,ANZ Visa - DH 2153/7051,,$0.00 ,Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21088,ANZ Visa - Pds 2179 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21089,ANZ Visa - NM 3086/7098,,"($9,763.27)",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21090,ANZ Visa- MM 0404 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21091,ANZ Visa- CE 0396 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21092,ANZ Visa -TB 6923 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21093,ANZ Visa - TO 8704 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21094,Import Duty Payable,,$0.00 ,Accounts Payable,,N-T,,N,,,,,,,,,,,O,
21095,Voluntary Withholding Credits,,$0.00 ,Accounts Payable,,N-T,,N,,,,,,,,,,,O,
21096,Voluntary Withholdings Payable,,$0.00 ,Accounts Payable,,N-T,,N,,,,,,,,,,,O,
21097,ANZ Visa -TB 1326 IA,,$0.00 ,Credit Card,,N-T,,Y,,,,,,N,,,N,,O,
21098,ANZ Visa - DK 2489,,"$1,758.42 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21099,ANZ Visa -MK 1634,,"$1,207.68 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
21100,Scottish Pacific,,"$101,183.96 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
22000,Payroll Liabilities,H,"$32,178.09 ",Liability,,,,N,,,,,,,,,,,,Y
22010,PAYG Tax Payable,,"$21,823.00 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22020,Payroll Tax WA,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22025,Payroll Tax QLD,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22026,Payroll Tax  NSW,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22030,Salary Sacrifice Deductions,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22040,Superannuation Payable,,"$10,355.09 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
22050,Child Support Payments,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23000,Payables Other,H,"$119,203.42 ",Liability,,,,N,,,,,,,,,,,,Y
23010,Customer Advance,,"$104,950.00 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23015,Advance tax ( WHT),,$0.00 ,Credit Card,,N-T,,N,,,,,,N,,,N,,O,
23020,Accrued Expenses,,"$75,249.13 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23030,Sundry Creditors,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23040,GST Collected,,"$71,038.97 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
23050,GST Paid,,"($27,118.00)",Other Liability,,N-T,,N,,,,,,,,,,,O,
23051,BAS Adjustments ,,$33.32 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
23055,GST Consolidated,,"($55,776.17)",Other Liability,,N-T,,N,,,,,,,,,,,O,
23060,GST Net Balance,,"$6,962.00 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23070,Insurance Premium Funding,,"$61,714.02 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
23071,Unexpired Interest on Premium,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
23080,ABN Withholding Payable,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
23090,Luxury Car Tax Payable,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
23925,Accrued Superannuation,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24000,Current Liabilities Other,H,"$97,120.52 ",Liability,,,,N,,,,,,,,,,,,Y
24010,HP Liability Microsoft,,($0.48),Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24011,Less Unexpired Chg-Microsoft,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24015,HP Liabilities MV-Volvo,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24016,Less Unexpired Chg-Volvo,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24017,HP Liabilities MV-Landcruiser,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24018,Less Unexpired Chg-Landcruiser,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
24020,Income Tax Payable,,"$97,121.00 ",Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24030,Short Term loan,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24040,Deferred Revenue,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24050,Director Fees Payable,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24060,ATO Integrated Account,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
24061,Adj for 2012 ATO account,,$0.00 ,Other Current Liability,,N-T,,N,,,,,,,,,,,O,
25000,Loans Associated Companies,H,"$319,079.00 ",Liability,,,,N,,,,,,,,,,,,Y
25010,Loan Sustainability East Asia,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25020,Loan Sustainability Assurance,,"$100,000.00 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
25030,PICS Auditing Pty Ltd,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25040,"SIA Loan SGD626,501.42",,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25041,"SIA Loan MNT240,000,000",,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25042,"SIA Due SGD200,000",,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25043,"Int on SIA Loan MNT240,000,000",,"$79,596.00 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
25044,"SIA Loan for SGD626,501 adjust",,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,Account for balancing to SIA AUD value each month,O,
25045,SIA Loan for MNT240ml adjust,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,Account for balancing to SIA AUD value each month,O,
25047,SIA Short Term Loan,,"$139,483.00 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
25050,Sustainability Central Asia,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25051,Loan Sustainability Training Pty Ltd ,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
25052,Loan  iSustainability Pty Ltd,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
26000,Provisions,H,"$228,424.30 ",Liability,,,,N,,,,,,,,,,,,Y
26010,Annual Leave Provision,,"$124,656.80 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
26015,Sick Leave Provision,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
26020,Provision for Tax,,"$14,334.50 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
26030,Long Service Leave Provision,,"$89,433.00 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
26040,Doubtful Debts Provision,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
26050,Provision for Redundancy,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
27000,Non-Current Liabilities,H,"$17,140.01 ",Liability,,,,N,,,,,,,,,,,,Y
27010,TWS loan,,"$358,796.07 ",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
27020,Unsecured Loan - Webster Family Trust,,"($62,968.35)",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
27030,Unsecured Loan - PWS,,"($43,146.60)",Credit Card,,N-T,,N,,,,,,N,,,N,,O,
27100,Loan - Tony Webster,,$0.00 ,Other Liability,,N-T,,N,,,,,,,,,,,O,
27200,Loan - Keith Counihan,,"$17,140.01 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
29761,HP Liability Microsoft,,"$39,119.90 ",Other Liability,,N-T,,N,,,,,,,,,,,O,
30000,Equity,H,"$613,266.45 ",Equity,,,,N,,,,,,,,,,,,Y
31001,Shareholder Loan J Miragliotta,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
33050,Prior Year Adjustments,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,O,
33051,Insurance Paid previous Year's Financials,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,O,
34050,Income Tax Expenses,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,O,
37000,Shares Fully Paid @ $1,,"$1,300.00 ",Equity,,N-T,,N,,,,,,,,,,,F,
37010,E Class Shares @ $1,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
37020,F Class Shares @ $1,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
37500,Dividend Paid,,"($929,480.00)",Equity,,N-T,,N,,,,,,,,,,,O,
38000,Retained Earnings,,"$647,698.38 ",Equity,,N-T,,N,,,,,,,,,,,F,
39000,Current Earnings,,"$893,748.07 ",Equity,,N-T,,N,,,,,,,,,,,,
39050,SIA Balancing,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
39060,Under(over) Prov of Income/Tax,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
39070,Abnormal Items,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
39999,Historical Balancing Account,,$0.00 ,Equity,,N-T,,N,,,,,,,,,,,F,
40000,Income,H,"$2,985,541.04 ",Income,,,,N,,,,,,,,,,,,Y
40100,Dividend Income,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
41000,Income Other,H,"$293,866.13 ",Income,,,,N,,,,,,,,,,,,Y
41010,InsuranceRecoveries,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
41015,JOBKEEPER SUSBSIDY(NO GST),,$0.00 ,Income,,N-T,,Y,,,,,,,,,,COVID 19 relief Govt subsidy through Jobkeeper Scheme,,
41016,Economic Cash Boost Stimulus,,$0.00 ,Income,,N-T,,Y,,,,,,,,,,,,
41020,Credit Interest Received,,$0.00 ,Income,,FRE,,N,,,,,,,,,,,,
41030,Other Income,,"$182,497.00 ",Income,,GST,,N,,,,,,,,,,,,
41040,Sundry Income,,"$112,334.10 ",Income,,GST,,N,,,,,,,,,,,,
41050,Software Income,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
41055,Unrealised Foreign Exch Gain,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
41060,Employee Contributions,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
41999,Currency Gain/Loss,,($964.97),Income,,N-T,,N,,,,,,,,,,,,
42000,Income Environment,H,"$357,978.66 ",Income,,,,N,,,,,,,,,,,,N
42010,Environment Employees,H,"$202,406.21 ",Income,,,,N,,,,,,,,,,,,N
42012,Environment Employees - INV,,"$204,326.21 ",Income,,GST,,N,,,,,,,,,,,,
42014,Environment Employees WIP,,"($1,920.00)",Income,,N-T,,N,,,,,,,,,,,,
42020,Environmental Consultants,H,"$155,572.45 ",Income,,,,N,,,,,,,,,,,,N
42022,Environment Consultants - INV,,"$167,617.51 ",Income,,GST,,N,,,,,,,,,,,,
42024,Environment Consultants WIP,,"($12,045.06)",Income,,N-T,,N,,,,,,,,,,,,
42030,Environment Outsourcing,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
42100,Reimbursements Environment,H,"$56,889.99 ",Income,,,,N,,,,,,,,,,,,Y
42110,Km Reimbursement ENV,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
42120,Domestic Reimbursements ENV,,"$46,450.23 ",Income,,GST,,N,,,,,,,,,,,,
42130,Overseas Reimbursements ENV,,"$10,439.76 ",Income,,EXP,,N,,,,,,,,,,,,
42140,Admin/Project Mgmnt/Site ENV,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
42999,Environment Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
43000,Income Safety,H,"$1,816,119.56 ",Income,,,,N,,,,,,,,,,,,Y
43010,Safety Employees,H,"$999,049.21 ",Income,,,,N,,,,,,,,,,,,N
43012,Safety Employees INV,,"$997,529.38 ",Income,,GST,,N,,,,,,,,,,,,
43014,Safety Employees WIP,,"$1,519.83 ",Income,,N-T,,N,,,,,,,,,,,,
43020,Safety Consultants,H,"$690,759.00 ",Income,,,,N,,,,,,,,,,,,N
43022,Safety Consultants INV,,"$704,759.00 ",Income,,GST,,N,,,,,,,,,,,,
43024,Safety Consultants WIP,,"($14,000.00)",Income,,N-T,,N,,,,,,,,,,,,
43030,Safety product Outsourcing,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
43040,Other Income,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
43050,Safety Currency Gain/Loss,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
43100,Reimbursements Safety,H,"$126,311.35 ",Income,,,,N,,,,,,,,,,,,Y
43110,Km Reimbursements Safety,,"$4,764.00 ",Income,,GST,,N,,,,,,,,,,,,
43120,Domestic Reimbursements Safety,,"$96,156.69 ",Income,,GST,,N,,,,,,,,,,,,
43130,Overseas Reimbursements Safety,,"$25,390.66 ",Income,,EXP,,N,,,,,,,,,,,,
43140,Admin/Project Mngmnt/Site SAF,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44000,Income Training,H,$0.00 ,Income,,,,N,,,,,,,,,,,,Y
44010,Income NEBOSH Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44020,Income Lead Auditor Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44025,Certificate Courses,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44030,Income Advance Diploma TRA,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44040,Income Traineeship,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44050,Income Consulting Training,H,$0.00 ,Income,,,,N,,,,,,,,,,,,N
44052,Income  Consulting Traing INV,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44054,Income Consulting Traing WIP,,$0.00 ,Income,,N-T,,N,,,,,,,,,,,,
44060,Income RABQSA Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44070,Income RPL Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44080,Income Project Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
44090,Income Other Training,,$0.00 ,Income,,GST,,N,,,,,,,,,,,,
