{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Description,Account No.,Amount,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Card ID,Record ID
Flick Anticimex Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30545,01/07/2022,601119060C,,E,Flick 2 weekly sanitary service from 1/7/22 to 30/6/23,13110,$607.1,ADM000,,Purchase; Flick Anticimex Pty Ltd,,GST,$60.71,$0.00,GST,$0.00,B,,,5,1,30,0,$667.81,Admin,FWE000,1360
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurofins ARL Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30586,04/07/2022,705362,,P,"19 X samples for Metals,PAH in soil & TOC test",52030,"$2,598.25",TOL010,,Purchase; Eurofins ARL Pty Ltd,,GST,$259.83,$0.00,GST,$0.00,B,,,5,1,30,0,"$2,858.08",Environment,ARL000,1710
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form One Consulting Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30546,05/07/2022,40722,,P,Service fee: Astin Egarton-Warburton: 1/6/22 to 5/7/22: 10 days @ 800$,61010,"$8,000",ADM000,,Purchase; Form One Consulting Pty Ltd,,GST,$800,$0.00,GST,$0.00,B,,,5,1,30,0,"$8,800",Admin,FOC000,1886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30551,05/07/2022,34092399,,P,Airfare: Aleksa Marinovic: PER>DOHA>Ankara>Belgrade>Doha>PER : ETD 24/9/22,52045,"$2,532.74",TNP006,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,"$2,532.74",Environment,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeFront Events Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30574,05/07/2022,2348,,P,Networking sponsorship package for ESG Summit VIC : 27/7/22,61748,"$4,000",ADM000,,Purchase; ForeFront Events Pty Ltd,,GST,$400,$0.00,GST,$0.00,B,,,5,1,30,0,"$4,400",Admin,FFE000,2051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorkCover Queensland,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30552,07/07/2022,WCA160803012 2022-23,,P,WorkCover QLD- annual premium for year 2022-23 ( 1/7/22 to 30/6/23),61327,$814.74,ADM000,,Purchase; WorkCover Queensland,,GST,$81.47,$0.00,GST,$0.00,B,,,5,1,30,0,$941.02,Admin,WCQ000,1748
WorkCover Queensland,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30552,07/07/2022,WCA160803012 2022-23,,P,WorkCover QLD- annual premium for year 2022-23 ( 1/7/22 to 30/6/23),61327,$44.81,ADM000,,Purchase; WorkCover Queensland,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$941.02,Admin,WCQ000,1748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30554,07/07/2022,Jun-22,,P,Aly Vinciguerra: Psychosocial Harzards in the workplace course in Aug 2022,63377,$490,OHS000,,"Purchase; Vinciguerra, Alyson",,GST,$49,$0.00,GST,$0.00,B,,,5,1,30,0,$539,Safety,*None,1393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujifilm Business Innovation Australia Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30524,11/07/2022,QE503224,,A,Fuji Xerox Australia Pty Ltd - New contract dated 12/6/2020: rental 11/07/22 to 10/08/22,61810,$220,ADM000,,Purchase; Fuji Xerox Australia Pty Ltd,,GST,$22,$0.00,GST,$0.00,B,,,5,1,30,0,$242,Admin,FXA000,245
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIC,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30568,11/07/2022,ASIC SUS 11Jul22,,P,Sustainability PL: ASIC Annual review: 11/7/22,61351,$290,ADM000,,Purchase; ASIC,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$290,Admin,ASI000,196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30556,12/07/2022,34196254,,P,Accommodation in Singapore : David Hunt : ETA 20/6/22 ETD 21/6/22,61230,$319.04,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$319.04,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30557,12/07/2022,34196181,,P,Accommodation in Singapore : Tony Webster : ETA 20/6/22 ETD 22/6/22,61230,$628.89,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$628.89,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30558,12/07/2022,34196107,,P,Accommodation in Singapore : Keith Counihan : ETA 20/6/22 ETD 22/6/22,61230,$628.89,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$628.89,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30559,12/07/2022,34195983,,P,Accommodation in Singapore : Heath Thorpe : ETA 20/6/22 ETD 22/6/22,61230,$628.89,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$628.89,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30562,13/07/2022,Jul-22,,P,Aly Vinciguerra: KM travelled Willagee re auditing : 12/7/22: 68KM @ $0.75,53035,$51,SPG001,,"Purchase; Vinciguerra, Alyson",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$51,Safety,*None,1393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30563,13/07/2022,Jul-22,,P,Aly Vinciguerra: KM travelled to and from Pinjar: 7/7/22: 120 KM @ $0.75,53035,$90,SYN019,,"Purchase; Vinciguerra, Alyson",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$171,Safety,*None,1393
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30563,13/07/2022,Jul-22,,P,Aly Vinciguerra: KM travelled to and from Cockburn: 7/7/22: 108 KM @ $0.75,53035,$81,SYN019,,"Purchase; Vinciguerra, Alyson",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$171,Safety,*None,1393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSafe Solutions Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30564,13/07/2022,351,,E,"Audit fee: John Cannizzaro: Bluestone Audit, Symon Bros, VIC on 24/6/22",53020,"$1,500",SPG001,,Purchase; JSafe Solutions Pty Ltd,,GST,$150,$0.00,GST,$0.00,B,,,5,1,15,0,"$1,713.36",Safety,JSS000,1988
JSafe Solutions Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30564,13/07/2022,351,,E,KM travelled for Bluestone audit on 24/6/22: 80 KM @ $0.72,53035,$57.6,SPG001,,Purchase; JSafe Solutions Pty Ltd,,GST,$5.76,$0.00,GST,$0.00,B,,,5,1,15,0,"$1,713.36",Safety,JSS000,1988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armada Accountants&Advisors (formerly Abbott),,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30569,19/07/2022,100939,,A,Accounting services for ASIC renewal and related services,61305,$350,ADM000,,Purchase; Armada Accountants&Advisors (formerly Abbott),,GST,$35,$0.00,GST,$0.00,B,,,2,0,14,0,$385,Admin,ABS000,587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30570,21/07/2022,34337517,,P,Airfare: Aleksa Marinovic: PER>MEL>PER: ETD 26/7/22 ETA 5/8/22: ESG summit & training course,61210,$234.7,ADM000,,Purchase; Flight Centre ,,GST,$23.47,$0.00,GST,$0.00,B,,,4,0,14,0,$360.74,Admin,FLC000,2025
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30570,21/07/2022,34337517,,P,Airfare: Aleksa Marinovic: PER>MEL>PER: ETD 26/7/22 ETA 5/8/22: ESG summit & training course,61210,$102.57,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$360.74,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainability at Home Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30571,22/07/2022,INV-0773 (0227),,A,Professional service fee: Tony Webster : July 2022,61010,"$24,217.92",ADM000,,Purchase; Sustainability At Home Pty Ltd,,GST,"$2,421.79",$0.00,GST,$0.00,B,,,5,1,30,0,"$26,639.71",Admin,SAH001,2048
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30572,25/07/2022,34382327,,P,Airfare: Chris Coutinho: PER>MEL>PER; ETD 26/7/22 ETA 28/7/22 : ESG Summit,61210,$883.1,ADM000,,Purchase; Flight Centre ,,GST,$88.31,$0.00,GST,$0.00,B,,,4,0,14,0,$981.12,Admin,FLC000,2025
Flight Centre ,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30572,25/07/2022,34382327,,P,Airfare: Chris Coutinho: PER>MEL>PER; ETD 26/7/22 ETA 28/7/22 : ESG Summit,61210,$9.71,ADM000,,Purchase; Flight Centre ,,N-T,$0.00,$0.00,GST,$0.00,B,,,4,0,14,0,$981.12,Admin,FLC000,2025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refresh Pure Water,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30573,25/07/2022,PT32462,,A,Refersh 15L -5 @ $ 10.50,61430,$52.5,ADM000,,Purchase; Refresh Pure Water,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$52.5,Admin,RPW000,290
Refresh Pure Water,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30573,25/07/2022,PT32462,,A,,61430,$0.00,ADM000,,Purchase; Refresh Pure Water,,FRE,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$52.5,Admin,RPW000,290
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevate Business IT Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30593,25/07/2022,4619,,A,"23X endpoint detection&response,malware protection for computers and server in Perth and Mongolia",13110,"$1,651.82",ADM000,,Purchase; Elevate Business IT Pty Ltd,,GST,$165.18,$0.00,GST,$0.00,B,,,2,0,7,0,"$1,817",Admin,ELE001,1850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZircoData Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30582,26/07/2022,ZDW0240256,,E,"Standard Archive box storage, larger box storage, Plastic tub storage - 26/06/22 to 25/07/22",61510,$102.93,ADM000,,Purchase; ZircoData Pty Ltd,,GST,$10.29,$0.00,GST,$0.00,B,,,5,1,30,0,$136.87,Admin,ZCD000,1801
ZircoData Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30582,26/07/2022,ZDW0240256,,E,Service administration fee,61510,$11.25,ADM000,,Purchase; ZircoData Pty Ltd,,GST,$1.13,$0.00,GST,$0.00,B,,,5,1,30,0,$136.87,Admin,ZCD000,1801
ZircoData Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30582,26/07/2022,ZDW0240256,,E,Data Breach Reporting Service,61510,$10.25,ADM000,,Purchase; ZircoData Pty Ltd,,GST,$1.02,$0.00,GST,$0.00,B,,,5,1,30,0,$136.87,Admin,ZCD000,1801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Wide Taxation & Payroll Training,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30576,27/07/2022,391229 391230,,P,Taxation and Payroll training seminar 5/8/22: Nang Moong & Eddie Wilson,61455,$990.91,ADM000,,Purchase; Australia Wide Taxation & Payroll Training,,GST,$99.09,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,090",Admin,AWT000,1621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson,Edward,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30577,27/07/2022,OOPE Jul22,,P,Eddie Wilson: Fluro Tubes & globes for office lighting,61635,$33.62,ADM000,,"Purchase; Wilson, Edward",,GST,$3.36,$0.00,GST,$0.00,B,,,5,1,30,0,$36.98,Admin,*None,1532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30595,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,61575,$72.72,ADM000,,Purchase; Telstra,,GST,$7.27,$0.00,GST,$0.00,B,,,5,1,21,0,$79.99,Admin,TEL000,177
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30595,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,61575,$0.00,ADM000,,Purchase; Telstra,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,21,0,$79.99,Admin,TEL000,177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30596,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,63375,$122.72,OHS000,,Purchase; Telstra,,GST,$12.27,$0.00,GST,$0.00,B,,,5,1,21,0,$146.49,Safety,TEL000,177
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30596,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,63375,$11.5,OHS000,,Purchase; Telstra,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,21,0,$146.49,Safety,TEL000,177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30597,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,69375,$59.09,TEC000,,Purchase; Telstra,,GST,$5.91,$0.00,GST,$0.00,B,,,5,1,21,0,$155,Tech Services,TEL000,177
Telstra,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30597,27/07/2022,2711 T311 27 Jul 22,,A,Telstra Mobile Bill July 2022,69375,$90,TEC000,,Purchase; Telstra,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,21,0,$155,Tech Services,TEL000,177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMJ Real Estate (WA) (formerly DTZ ( WA ) Pty Ltd),,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30578,28/07/2022,56251,,A,Utility Outgoings - Electricity  25/5/22 to 20/7/22,61615,$662.22,ADM000,,Purchase; MMJ Real Estate (WA) (formerly DTZ ( WA ) Pty Ltd),,GST,$66.22,$0.00,GST,$0.00,B,,,5,1,30,0,$728.44,Admin,MMJ000,235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coutinho,Chris,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30579,28/07/2022,OOPE Jul 22,,P,Chris Coutinho: Uber Home to Perth Airport: 19/6/22,53040,$18.65,RMI003,,"Purchase; Coutinho, Chris",,GST,$1.86,$0.00,GST,$0.00,B,,,5,1,30,0,$683.85,Safety,CHC000,146
Coutinho,Chris,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30579,28/07/2022,OOPE Jul 22,,P,Chris Coutinho: Taxi  Perth Airport to home : 24/6/22,53040,$34.37,RMI003,,"Purchase; Coutinho, Chris",,GST,$3.44,$0.00,GST,$0.00,B,,,5,1,30,0,$683.85,Safety,CHC000,146
Coutinho,Chris,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30579,28/07/2022,OOPE Jul 22,,P,Chris Coutinho: Incidentals : AUD 100 converted to INR for expenses,53045,$100,RMI003,,"Purchase; Coutinho, Chris",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$683.85,Safety,CHC000,146
Coutinho,Chris,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30579,28/07/2022,OOPE Jul 22,,P,"Chris Coutinho: Hotel Accommodation ( 23,598.40 INR): 23/6/22",53045,$436.34,RMI003,,"Purchase; Coutinho, Chris",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$683.85,Safety,CHC000,146
Coutinho,Chris,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30579,28/07/2022,OOPE Jul 22,,P,"Chris Coutinho: Hotel Others ( 4,823.78 INR): 23/6/22",53045,$89.19,RMI003,,"Purchase; Coutinho, Chris",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$683.85,Safety,CHC000,146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30575,29/07/2022,TA July 22,,P,Aly Vinciguerra: Travelling allowance July 2022: 25/7/22-29/7/22: 4 nights@$50,53010,$200,ZIN002,,"Purchase; Vinciguerra, Alyson",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$450,Safety,*None,1393
Vinciguerra,Alyson (Employee),Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30575,29/07/2022,TA July 22,,P,Aly Vinciguerra: Travelling allowance July 2022: 17/7/22-22/7/22: 5 nights@$50,53010,$250,TPS010,,"Purchase; Vinciguerra, Alyson",,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$450,Safety,*None,1393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluewater Enviroment Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30584,29/07/2022,450,,E,Service fee: John Nielsen: July 2022: 6 hours@S120: Legacy Iron Ore & Pardoo Beef proposals,61010,$720,ENV000,,Purchase; Bluewater Enviroment Pty Ltd,,GST,$72,$0.00,GST,$0.00,B,,,4,0,15,0,"$4,257",Environment,BLL000,143
Bluewater Enviroment Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30584,29/07/2022,450,,E,"Service fee: John Nielsen: July 2022: 9 hours@$126: Project Mgt,Data analysis and Reporting ",52020,"$1,134",TOL010,,Purchase; Bluewater Enviroment Pty Ltd,,GST,$113.4,$0.00,GST,$0.00,B,,,4,0,15,0,"$4,257",Environment,BLL000,143
Bluewater Enviroment Pty Ltd,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,,30584,29/07/2022,450,,E,Service fee: John Nielsen: July 2022: 16 hours@$126: Var-01 Technical Note ,52020,"$2,016",TOL010,,Purchase; Bluewater Enviroment Pty Ltd,,GST,$201.6,$0.00,GST,$0.00,B,,,4,0,15,0,"$4,257",Environment,BLL000,143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim's Cleaning Dianella,,Sustainability Pty Ltd  (2010),PO Box 73,North Beach   WA   6920,AUSTRALIA,X,30585,31/07/2022,2281,,E,"Normal Office and carpark Cleaning: 2/7, 9/7, 16/7,23/7 & 30/7/22",61610,$590.91,ADM000,,Purchase; Jim's Cleaning Dianella,,GST,$59.09,$0.00,GST,$0.00,B,,,5,1,30,0,$764.14,Admin,JCD000,2003
